"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"RP11-499E18.1";0.005869544929457;0.00336568880288797;0.072;0.059;1
"PRTG";0.00587072111561393;-0.0214071810293291;0.513;0.45;1
"HEY1";0.00587989988635996;0.00130244214652641;0.034;0.025;1
"CRYAB";0.00588041612090252;-0.00417823782843213;0.039;0.029;1
"KLHL22";0.00588529618171223;0.00209729455842254;0.062;0.05;1
"AKAP12";0.00589466554211056;-0.0260252096523725;0.432;0.375;1
"QARS";0.00590239566080171;0.00630338644874273;0.83;0.753;1
"TMEM132C";0.00591181048244205;0.00392449067642748;0.008;0.004;1
"ALKBH3";0.00591567486195929;-0.00556750765570325;0.101;0.084;1
"ISPD";0.00591794257205997;0.0042018873885272;0.022;0.015;1
"HMGCR";0.00592545309908662;-0.0113513695954149;0.208;0.181;1
"TMUB2";0.0059290734621973;-0.0135698141484315;0.221;0.192;1
"JPH4";0.00594363401617992;-0.0056316331555282;0.096;0.08;1
"SORT1";0.00595289879257838;-0.0113743892781903;0.15;0.128;1
"EVL";0.00595497124591062;-0.0183322983307047;0.345;0.3;1
"DFNA5";0.00597356855867502;-0.00283804870691935;0.057;0.045;1
"CD96";0.00597589497810846;0.00238727936659527;0.006;0.003;1
"ARMC2";0.00597729450817848;0.00405374614021705;0.021;0.015;1
"TMED4";0.00599593084305137;-0.0315572730910947;0.462;0.4;1
"MIR181A2HG";0.00599962312822377;0.00806319967150376;0.016;0.011;1
"SDR39U1";0.00601405095767989;-0.0274968444435389;0.5;0.434;1
"KCNAB2";0.00601438868111384;0.00370973453952526;0.019;0.013;1
"OSBPL8";0.00602781145836016;-0.0243434564858048;0.376;0.326;1
"RP5-1021I20.1";0.00603707948483777;-0.00364394415092146;0;0.002;1
"TET1";0.00604062257342462;-0.0222698417244381;0.508;0.44;1
"TAC1";0.0060458877754068;-0.00805168254223024;0.038;0.029;1
"MTRF1";0.0060493496107145;-0.0023452848808065;0.055;0.044;1
"DCHS1";0.00604948847438917;0.00182611993984994;0.065;0.052;1
"PIGN";0.00605117113579854;-0.00044769416824135;0.042;0.032;1
"RBM11";0.0060583348226443;0.00211479105342084;0.029;0.021;1
"ZNF267";0.00606946289790449;0.000305686068329439;0.065;0.053;1
"SLC24A2";0.00607215152141275;0.00375408057649277;0.011;0.006;1
"ZFYVE19";0.00607601063509211;-0.0087003319714215;0.126;0.107;1
"TARBP1";0.00608341822082191;-0.00811405244707081;0.132;0.112;1
"ZNF710";0.00609224937944506;0.000361136517246854;0.077;0.063;1
"TCP10L";0.00610459283416539;-0.00046972934632368;0.024;0.017;1
"RP11-283I3.2";0.00610955899549165;-0.00508012008443335;0.001;0.004;1
"BTAF1";0.00612883934770579;-0.00310676655121844;0.077;0.063;1
"MAN2A1";0.00613250179497814;-0.00662048324840933;0.198;0.172;1
"KIAA0141";0.00614526083202883;-0.0100757855528232;0.17;0.146;1
"SPPL2B";0.00614594482130384;-0.00668690983596351;0.109;0.091;1
"NSUN7";0.00615709536607117;-0.00584733058532073;0.107;0.089;1
"INPP5B";0.0061620799930457;-0.000932218785983319;0.07;0.057;1
"WNT5A";0.00616575556473944;0.00189402332333161;0.015;0.01;1
"PGBD2";0.00616581287106676;0.00306532844156977;0.031;0.023;1
"HNRNPUL1";0.00618413228705752;0.00509809676386808;0.709;0.627;1
"RP3-326I13.1";0.00619079893525213;0.00162576093912097;0.002;0;1
"RP11-266J6.2";0.00619220810307102;0.00170967047676831;0.015;0.009;1
"RP11-3D4.4";0.00619561013296997;0.00130862576211922;0.002;0;1
"FAM71E1";0.00620300440486254;-0.0200669884480636;0.246;0.213;1
"RAB11FIP4";0.00620318161826377;-0.00637684100688726;0.184;0.159;1
"ANKRD33";0.00620342818905234;-0.0110820495086927;0.007;0.012;1
"RASSF8-AS1";0.00623986925495611;-0.0126107373873547;0.148;0.127;1
"KIAA0040";0.00624003191370933;0.00399806665485692;0.037;0.028;1
"CCDC171";0.00624748266820147;0.00334970972827021;0.034;0.025;1
"UBL5";0.00625352099345255;0.0200683277990166;0.99;0.98;1
"PAXBP1";0.00625712124038328;-0.0150358806146859;0.15;0.128;1
"AGPAT4";0.00625777730718865;-0.0159741130324428;0.184;0.158;1
"MEGF8";0.00626954054882506;-0.0104836895207725;0.097;0.08;1
"HLA-E";0.00627074695844332;-0.0101391670162599;0.178;0.155;1
"HPS1";0.0062725146152475;-0.0232145589818121;0.511;0.448;1
"PWWP2A";0.00627344963493541;-0.0094845295775737;0.152;0.13;1
"DDX51";0.00627941193205483;-0.00655573054688788;0.103;0.086;1
"TMC6";0.00628318556579893;-0.0042463460524229;0.094;0.079;1
"PAPOLA";0.00629262183786607;-0.0724853934281471;0.793;0.743;1
"TDO2";0.00630510727883387;0.00331733566701153;0.003;0.001;1
"DOK4";0.00630958696887752;-0.00626157788482544;0.104;0.087;1
"BLACAT1";0.00631007416251677;-0.00443800712903132;0.095;0.08;1
"OAS1";0.00631275942355174;0.00798492949229937;0.007;0.004;1
"ELP2";0.00631462633571498;-0.0241813512487828;0.352;0.305;1
"CTD-2366F13.1";0.00633000223072331;0.000961306761795178;0.027;0.019;1
"GPR27";0.0063319067878876;-0.00164946156940142;0.08;0.066;1
"SLC16A2";0.00633808445621017;-0.0223102078355839;0.19;0.163;1
"CYB5D1";0.00634503687982679;-0.00250318973604381;0.066;0.053;1
"PLEKHG4";0.00634737343636342;0.00448449410047732;0.034;0.025;1
"ORAOV1";0.00635959153821582;-0.000354667922051702;0.08;0.066;1
"ARID1A";0.00636031883757749;-0.0177519914445199;0.503;0.439;1
"CORO2B";0.00636044784326973;0.00374033082014461;0.011;0.007;1
"ANKRD54";0.00636238898426457;-0.0118607573546013;0.208;0.18;1
"NBPF11";0.00636383948023369;0.00202077851789513;0.02;0.014;1
"CTD-2058B24.3";0.00637683158178338;0.000992086694022573;0.009;0.005;1
"NET1";0.00637773857927289;-0.0191232389643868;0.205;0.176;1
"PCDHGA6";0.00638316486420877;0.00363685018626434;0.009;0.005;1
"CTNNA2";0.00638454523148378;0.000185348753903705;0.072;0.059;1
"ZNF254";0.00641654945903556;-0.00521779323745858;0.115;0.097;1
"STK39";0.00641723485283194;-0.00326581584860355;0.076;0.062;1
"DOK6";0.00643064310030888;0.00224909113166365;0.011;0.007;1
"ZSCAN5A";0.00643301339825562;-0.00230783207333688;0.045;0.034;1
"SERPINB1";0.0064743078059914;-0.0015816140305384;0.078;0.064;1
"HDAC7";0.00647453113019898;-0.00902828418604312;0.197;0.171;1
"RFX1";0.00647625643777818;-0.0165790846602121;0.153;0.13;1
"DUSP16";0.00648036152701988;-0.00195723615634659;0.097;0.081;1
"FAM193B";0.00648419349063032;-0.0036468615132409;0.079;0.065;1
"LIN9";0.00648602262583893;0.00252102671278531;0.055;0.044;1
"C8orf34";0.00648622040581264;0.00123654949766969;0.009;0.005;1
"TMEM136";0.00648836458268874;-0.0103940505763503;0.17;0.146;1
"ZDHHC11B";0.00648976653063469;0.00212119805498008;0.006;0.003;1
"EYA1";0.00649125031314691;0.00130117675062933;0.018;0.012;1
"RBM4";0.006501167154626;-0.0237341959856637;0.313;0.272;1
"RFX3";0.00650849144385391;-0.00217947215886947;0.095;0.079;1
"MOCS1";0.00651805438042848;0.000253623383004387;0.064;0.051;1
"CNTRL";0.00652267247238746;-0.00770765787252198;0.089;0.073;1
"GLIS3-AS1";0.00653384187078249;0.00224272346280063;0.004;0.001;1
"RP11-395G23.3";0.00653617437408387;-0.0080222836631406;0.093;0.077;1
"RTN1";0.00655856613246444;-0.00661806585840513;0.142;0.122;1
"ETFDH";0.00656868055417149;-0.00993072372407761;0.127;0.108;1
"RNASEH1-AS1";0.00658715765794557;-0.0142874825615071;0.197;0.171;1
"TAF1A";0.00659632983469128;-0.00270784683870883;0.054;0.043;1
"RP13-539J13.1";0.00659895938508542;0.00184103450490366;0.001;0;1
"RP11-159F24.5";0.00659895938508542;0.000976324588515649;0.001;0;1
"CRISP2";0.00659895938508542;0.00061352064192452;0.001;0;1
"PLCZ1";0.00659895938508542;0.00106899169705558;0.001;0;1
"PLA2G4B";0.00659895938508542;0.00149071365390907;0.001;0;1
"CTA-929C8.6";0.00659895938508542;0.00149630800658806;0.001;0;1
"WSB2";0.00660792902798762;-0.0100670493293222;0.16;0.138;1
"TCEA2";0.00661390391252962;-0.0266119905991441;0.556;0.483;1
"RRAGB";0.00662149782758663;-0.00290864409877692;0.092;0.077;1
"WIZ";0.00662155078689009;-0.00692044609233705;0.172;0.148;1
"PYGM";0.00663244856022074;0.000665550008398484;0.041;0.032;1
"SERPINB6";0.00663350599379342;-0.0155755176633923;0.191;0.165;1
"ZMYM4";0.00663949170722747;-0.00976050523087096;0.173;0.15;1
"GPX4";0.00664042760082627;-0.0340605165842471;0.993;0.987;1
"PKN1";0.00665037724458255;-0.0160844027913915;0.378;0.33;1
"ZNF275";0.0066606231419291;0.00241074131865106;0.057;0.046;1
"C15orf65";0.00666483073374499;-0.00387409421752511;0.044;0.034;1
"INADL";0.00667019684884732;-0.00553008323532576;0.107;0.09;1
"PTK2";0.00669349898206321;-0.0271436029937517;0.327;0.282;1
"RP11-873E20.1";0.00670303153172336;0.000951597856183227;0.003;0.001;1
"SAMD13";0.00670921578317178;0.000262568712250964;0.025;0.018;1
"RP11-154H23.3";0.00671293389542638;0.00202374402770449;0.012;0.007;1
"PCDHB13";0.00671381004271654;0.00291602315197262;0.012;0.007;1
"VCAM1";0.00671439710248484;0.0028228815735231;0.009;0.005;1
"SCARA3";0.00672729094634973;-0.00218395039229625;0.07;0.057;1
"PABPC5";0.00672792515186535;0.00327849501989857;0.025;0.018;1
"GPX3";0.00672834143890638;-0.0129385176621001;0.186;0.161;1
"RP11-53O19.3";0.00675665923326324;-0.00417533095776414;0.044;0.034;1
"KCTD1";0.00675776403895632;0.000545629050902038;0.079;0.065;1
"CDK18";0.00676292301513019;-0.00569095254367133;0.111;0.093;1
"SOX9";0.00676524713367508;-0.00519917700258038;0.106;0.09;1
"DOK5";0.00677071817609304;-0.00764576360977387;0.087;0.072;1
"PLAG1";0.00677521964389746;-0.0229538817435462;0.167;0.143;1
"SPSB1";0.00678734416185913;0.000820317641088815;0.042;0.032;1
"RP13-131K19.1";0.00679534063204226;0.00283807077021248;0.024;0.017;1
"LAMB3";0.00679943169974817;-0.00231213753083769;0;0.001;1
"RP11-102M11.2";0.00679943169974817;-0.00252288864208138;0;0.001;1
"TDRKH";0.00680277151020556;-0.00352419412072786;0.043;0.033;1
"PIK3C3";0.0068189846776722;-0.00985011821563091;0.092;0.076;1
"DNAJC9-AS1";0.00685490039821879;0.00344845809837021;0.006;0.003;1
"CEBPB";0.00686956669347877;-0.0178920783242175;0.243;0.212;1
"IFT46";0.00688856583268493;-0.00233251638831035;0.092;0.077;1
"MANEA-AS1";0.00689576438546473;0.00338061103562617;0.043;0.033;1
"WDR89";0.00690569704469187;-0.0089047557254206;0.097;0.081;1
"ZDHHC17";0.00691115026157948;-0.0103552038748352;0.081;0.066;1
"PNISR";0.00691156226093969;-0.0608751064539486;0.92;0.887;1
"RAPGEF5";0.00691238588119853;0.00392263850744255;0.012;0.007;1
"ZMYM6";0.00691592785037163;0.000971642065585178;0.036;0.027;1
"RP11-93H24.3";0.00691952050609927;0.00245381873032997;0.068;0.056;1
"HS6ST2";0.00692132207316697;-0.0215375041226698;0.184;0.158;1
"TMEM183A";0.00693501794302598;-0.00538447811228193;0.662;0.58;1
"RIC1";0.00694142442929705;0.00567662751494968;0.037;0.028;1
"INTS4";0.00695031428751606;-0.00611201647987092;0.09;0.075;1
"RP11-215P8.3";0.0069509571734694;0.00269075582352337;0.006;0.003;1
"GNRH1";0.00695952264454567;0.000663450424621093;0.012;0.007;1
"UNC5B";0.0069698873595579;-0.00576253646798569;0.159;0.137;1
"SUCO";0.0069874781652379;-0.0173997736923737;0.231;0.2;1
"BCKDK";0.00699310630575798;-0.0320705616890883;0.447;0.385;1
"ABHD6";0.00700083779782585;-0.00603396810445532;0.08;0.066;1
"DHX34";0.00700859971333227;-0.00821731031444321;0.09;0.074;1
"ZBTB39";0.00702621797295929;-0.00969686952170716;0.114;0.096;1
"IL27RA";0.00703714474614779;-0.00246895690073851;0.046;0.035;1
"TGFBR3";0.00703802333125711;0.00414667376256425;0.027;0.02;1
"DDX26B";0.00703891810065896;-0.00616710629650116;0.053;0.042;1
"MTMR11";0.0070398557640001;0.0068686617097747;0.021;0.015;1
"MAP7";0.00704477079059901;-0.0126299745735593;0.159;0.137;1
"VAMP1";0.00705231542745708;-0.0124723756484273;0.148;0.127;1
"MAML3";0.00705469913965094;-0.000249433968115512;0.041;0.032;1
"PPP1R11";0.00706846846478668;-0.0275416979417855;0.495;0.428;1
"TRIM47";0.00707089255939605;0.00181801101405011;0.024;0.017;1
"ZNF816-ZNF321P";0.00710568581601797;0.0037153763147039;0.022;0.015;1
"EVI5";0.0071120118403097;-0.0137789916733392;0.105;0.088;1
"RPP25";0.00712580064502968;-0.0252827307960771;0.382;0.333;1
"SLC30A6";0.00713092688079135;-0.00213188580830478;0.092;0.077;1
"WBP2";0.0071412217288128;-0.0266450561257785;0.355;0.308;1
"KCNMB4";0.00714373403325203;-0.00980491169335693;0.144;0.123;1
"P4HA2";0.00715991227039781;-0.0285397935986887;0.056;0.067;1
"TRH";0.00716611477099277;0.0453779190682242;0.122;0.105;1
"ZNF567";0.00716881476238567;-0.00822615405525207;0.105;0.088;1
"MARK3";0.00716917768328996;-0.0243565822899235;0.356;0.308;1
"AP3B2";0.00716993291189881;0.00167710301073323;0.012;0.007;1
"RAVER1";0.00717045673773431;0.00383946905225085;0.01;0.005;1
"RP11-539I5.1";0.00720001848737893;-0.00263846627392452;0.042;0.032;1
"ADAM8";0.00720310034793108;0.00314276435303705;0.01;0.005;1
"PRELID3A";0.00720602953450881;-0.00241068744337022;0.04;0.03;1
"PACSIN1";0.00720779423702891;0.000835395675619389;0.033;0.024;1
"ST6GALNAC3";0.0072097890718364;-9.0110651966957e-05;0.06;0.048;1
"CLK2";0.00720985442216245;-0.0029568156284995;0.088;0.073;1
"RUFY2";0.0072225377443529;0.000979319012185412;0.067;0.055;1
"ITCH";0.00722720718778007;0.000614870159785702;0.075;0.062;1
"PGAP2";0.00723057702312093;-0.0239610245057212;0.284;0.246;1
"RP11-347P5.1";0.00723279736689421;0.00154523528260774;0.007;0.004;1
"ENTPD5";0.00723824857931505;0.00347524864143171;0.04;0.03;1
"CNPY3";0.00723863050749958;-0.016694152034342;0.498;0.436;1
"PAN2";0.00724045146779812;-0.00100404303513885;0.051;0.04;1
"GRK5";0.00724084308857366;0.00185433271350189;0.034;0.026;1
"EPG5";0.00726282557659663;0.00175438229036023;0.066;0.054;1
"MRGBP";0.00726596093446191;-0.019228325495947;0.23;0.2;1
"FEM1C";0.00727328822599688;-0.00775571242714815;0.074;0.06;1
"SLC16A10";0.00727562399988654;0.00219333004368553;0.067;0.055;1
"SIN3A";0.00727807807394411;-0.0177886065181668;0.234;0.203;1
"RP11-50I19.2";0.00728387590807966;0.0021613233751236;0.013;0.008;1
"APTX";0.00729026048142246;-0.029696965540477;0.352;0.305;1
"ZNF598";0.00730190110996703;-0.00288827264745337;0.126;0.108;1
"PARP6";0.00730195389491925;-0.00796183599130972;0.078;0.064;1
"FGF10";0.00730260306652277;0.0027061739356776;0.01;0.005;1
"KIAA1109";0.00730873328078343;-0.00563988090403159;0.098;0.082;1
"TRIM39";0.00730959094436778;-0.0035747354756215;0.062;0.05;1
"CTA-392E5.1";0.00731867479475611;0.00206494092051048;0.002;0;1
"LINC01012";0.00731969295289906;0.00331329774057865;0.013;0.008;1
"SNAPC4";0.00732736177030095;-0.00189727363283401;0.063;0.051;1
"TYMP";0.0073277945318717;-0.00354515992678005;0.064;0.052;1
"BMP8B";0.00733535674375542;0.00204901931961627;0.002;0;1
"RAB2B";0.00733617284389935;-0.0117267794528786;0.108;0.091;1
"ZNF713";0.00733875716682783;0.00481996354096875;0.02;0.014;1
"CPNE8";0.00734477037818484;0.000382192559179408;0.035;0.026;1
"RP5-1142A6.2";0.0073541647773716;0.00166805768662886;0.002;0;1
"ARRB1";0.00735929200979831;0.00139709332447167;0.06;0.048;1
"PARP16";0.00737032091359249;-0.0070332340631279;0.067;0.054;1
"FAM195A";0.0073727028951612;-0.00719627361176128;0.341;0.302;1
"MIAT";0.00738962896326668;-0.117434545307445;0.521;0.5;1
"RBM15";0.00739400983988662;-0.00479258604993296;0.104;0.088;1
"HLA-C";0.00739913011335551;-0.00557006970627871;0.362;0.322;1
"ZBBX";0.00741774097704483;0.00335863923259382;0.008;0.004;1
"ATG16L2";0.00741989425169079;0.00292847942280172;0.065;0.053;1
"DEAF1";0.0074201536987506;-0.0179244330044368;0.502;0.438;1
"SEC24D";0.00742819335995798;-0.000214102279819883;0.065;0.053;1
"TOR4A";0.00743260723325016;0.0052966542607154;0.02;0.013;1
"VCPKMT";0.00743350227856076;-0.00456722949393758;0.095;0.08;1
"MFSD5";0.00744106830727104;-0.00750517040166729;0.107;0.09;1
"KDM1B";0.00744735599028649;0.00292428048842901;0.031;0.023;1
"ABCG2";0.00745229245444063;0.00467340859741845;0.026;0.019;1
"CLIP1";0.00745702103685957;-0.0141656322929271;0.16;0.138;1
"WDR11";0.00746858758540975;-0.0109231154577324;0.204;0.177;1
"PPP2R5A";0.00747023723738038;-0.0113084688818183;0.137;0.116;1
"VEZT";0.00747083531970295;-0.0223314655776518;0.295;0.256;1
"CLASP2";0.00747371392617758;-0.0141988411883866;0.132;0.112;1
"ZNF410";0.00748176849815162;0.00323843506996334;0.005;0.002;1
"SUMF2";0.00751633641440902;-0.0316299939074123;0.359;0.311;1
"NID2";0.00752659771205222;0.00336280077269319;0.014;0.009;1
"DHX57";0.00753504260418086;-0.007197256257964;0.126;0.107;1
"NUAK2";0.00757075744248991;-0.0111816512042252;0.127;0.108;1
"PLIN5";0.00757749943243931;0.000643890561276991;0.022;0.016;1
"ANKRD29";0.00757924646717553;0.00203179420430521;0.028;0.02;1
"SLC25A46";0.00760550099401607;-0.00902458409650771;0.101;0.085;1
"GJB2";0.00760894789148211;0.00314084762389253;0.003;0.001;1
"SMG7";0.00761385155069223;-0.0166306791136524;0.169;0.144;1
"C4orf48";0.00761518071497027;0.0095761135856165;0.782;0.711;1
"TTC30B";0.00761606954988873;0.00489682396476812;0.019;0.013;1
"SORBS1";0.0076191204313009;-0.00110872138770114;0.052;0.041;1
"POLDIP3";0.0076221804901499;-0.0118036054317559;0.358;0.314;1
"SPI1";0.00763344496364625;0.00283304765125255;0.003;0.001;1
"ZBTB34";0.00765176153042428;0.000255600374811031;0.054;0.043;1
"MAP3K4";0.00766495924953417;-0.011840627742274;0.122;0.104;1
"TATDN1";0.00767134845232903;-0.0265715861842472;0.509;0.445;1
"CA13";0.00768622212673587;0.00461779567489456;0.019;0.013;1
"S100A3";0.0076899114552475;0.00102360774912781;0.003;0.001;1
"HSD11B2";0.00769257814591469;-0.00176998658080702;0.039;0.03;1
"PSTPIP2";0.00769375761745251;0.00345046594605803;0.02;0.013;1
"RP11-379H18.1";0.00770913198941352;0.00231029664479408;0.025;0.018;1
"RP11-423H2.3";0.0077326562348284;0.00453967934392821;0.016;0.01;1
"GNA14";0.0077456229271596;0.0034335193102651;0.01;0.006;1
"ELOVL2";0.0077814671268344;0.000583957331394533;0.037;0.028;1
"ZNF696";0.00778998125647353;-0.00103545404323063;0.041;0.032;1
"ZNF84";0.00779986624053193;-0.00792126510040272;0.146;0.125;1
"C2";0.00780526624377332;0.00294320953168715;0.016;0.01;1
"TMEM143";0.00781528673431318;-0.0118214028550557;0.098;0.082;1
"C19orf54";0.00782128010599636;-0.0196888437534883;0.218;0.188;1
"CD81";0.00782235990672088;-0.0226812801018645;0.394;0.345;1
"ZFAND3";0.00783529562383136;-0.0315207776796714;0.331;0.287;1
"ST6GAL1";0.00784166117209983;-0.00701665287279704;0.149;0.128;1
"RP11-469A15.2";0.00785280784234007;-0.0125797193990416;0.216;0.189;1
"MOCS3";0.00785686889122925;-0.00588062038633742;0.072;0.059;1
"CDCP1";0.00786091213561929;-0.00102851124093679;0.041;0.031;1
"DSCR9";0.00787530201277055;0.000928933398776803;0.001;0;1
"GPHA2";0.00788143782830463;0.00142254454320171;0.021;0.014;1
"TUBA3E";0.0078855817790269;0.00105543351138651;0.001;0;1
"GPR137C";0.00788676922309638;0.00135416728140204;0.044;0.034;1
"FGR";0.00788815359786465;0.00119919779352879;0.001;0;1
"AC007040.11";0.00789121685744999;0.00506238571508226;0.016;0.011;1
"RNASE4";0.00789329948958673;0.001259931211467;0.001;0;1
"TTR";0.00789329948958673;0.00715914722467116;0.001;0;1
"CTD-2619J13.3";0.00789329948958673;0.00128880376735058;0.001;0;1
"TBC1D5";0.00789361260439368;-0.00235907213192349;0.122;0.104;1
"AC093702.1";0.00789587356284784;0.000851598663010088;0.001;0;1
"RP11-315A16.1";0.00789587356284784;0.000948684084548422;0.001;0;1
"OXR1";0.00790635629932199;-0.0115941847666522;0.124;0.106;1
"GALNT14";0.0079099162230649;0.00128567743104641;0.03;0.022;1
"MUM1";0.00793441761177744;-0.0253881389443142;0.495;0.431;1
"CDH3";0.00793819613968992;-0.010869457508017;0.139;0.118;1
"ICA1L";0.00793945913268506;-0.00477938580919583;0.094;0.079;1
"SLC38A2";0.00794371783361959;-0.0264389901523132;0.342;0.298;1
"WWC2";0.00795388015099136;-0.00869044012984158;0.136;0.116;1
"BEND5";0.0079634176394633;-0.0217002765388453;0.179;0.154;1
"XPO6";0.00797042034541876;-0.0148637386300717;0.213;0.184;1
"ARMC4";0.0079928973916809;0.00314822232283583;0.017;0.011;1
"RP11-531A24.5";0.00799791857269045;0.00230308856636087;0.016;0.01;1
"TRAF3";0.00800032544374551;0.00120095046820547;0.052;0.042;1
"TSPAN11";0.00800473840350297;0.00343368418505371;0.042;0.033;1
"SPP1";0.00801159156946352;-0.0241396701043395;0.119;0.102;1
"RHEBL1";0.00801544945515974;0.000356244491911302;0.031;0.023;1
"COL22A1";0.00803306623438314;-0.00226901670124274;0.043;0.033;1
"EFCAB7";0.00805122004771338;-0.00085807052972459;0.02;0.014;1
"ZNF655";0.00805914897218055;-0.013355280074786;0.143;0.122;1
"MPZ";0.00806220527902063;0.00654009182077028;0.036;0.028;1
"RP11-307C18.1";0.00806776844761055;-0.00236139822907435;0.001;0.003;1
"CPNE4";0.00807123059979375;0.00261713624156187;0.008;0.004;1
"ESRRG";0.00807926796723921;0.00164523315991795;0.017;0.011;1
"HTRA1";0.00809146823941996;-0.0184430717098674;0.193;0.168;1
"ZGRF1";0.0080915618342868;-0.00105800890684208;0.056;0.045;1
"DCAF17";0.00809308709780767;-0.00520990501818945;0.08;0.066;1
"ZNF774";0.00809627069078191;0.00135421105620282;0.017;0.011;1
"ARHGAP33";0.00809773529189065;-0.0029896329059743;0.089;0.074;1
"SPATA6L";0.00810062478497143;0.00132094648397808;0.018;0.012;1
"HIVEP1";0.00813866304149671;-0.00200274118922863;0.048;0.038;1
"NCOA3";0.00815617840927786;-0.0114439849241979;0.135;0.115;1
"ZNF507";0.00815770473875134;-0.0032651388650964;0.085;0.071;1
"TBK1";0.0081591974071738;-0.006685388096397;0.098;0.082;1
"DENND4A";0.00817309154876568;-0.000387730618372474;0.033;0.025;1
"ERCC6";0.00817699712751823;0.00103735275122127;0.018;0.012;1
"TYW3";0.0081843045074772;-0.0208034289267924;0.269;0.234;1
"NHSL1";0.00820601161310546;-0.0136249763655644;0.114;0.096;1
"AC108142.1";0.00821301275167606;0.00103875444295603;0.028;0.021;1
"DEDD2";0.00821609960948726;-0.0284146538176654;0.298;0.258;1
"KRAS";0.00822575098380679;-0.0186214217626586;0.448;0.39;1
"RIPK4";0.00823098131981083;0.00104925275952853;0.026;0.019;1
"PHC2";0.00824626248098478;-0.0129772707623839;0.194;0.168;1
"MEF2D";0.00825653987712633;-0.000395033053515279;0.047;0.037;1
"RP11-71N10.1";0.00825667367788094;0.003230861250696;0.025;0.018;1
"SPATA13";0.0082605602810762;-0.0049485379428964;0.07;0.057;1
"RASA3";0.00828264530043053;0.000869467252153019;0.033;0.025;1
"EIF5A2";0.00828888550252679;-0.00256534658626631;0.056;0.045;1
"TTC21B";0.00828943618017264;0.00172299686928008;0.051;0.041;1
"PRR19";0.008345588993513;-0.00141945262930079;0.053;0.042;1
"CPT1A";0.00834815567778721;0.00138147371442611;0.044;0.034;1
"RP11-635N19.1";0.00835391781504856;-0.00264576598429533;0.055;0.044;1
"XPO7";0.00835533301590767;-0.0139531106676121;0.183;0.158;1
"COX7B";0.00836189855110081;0.0336184496843321;0.937;0.894;1
"SHBG";0.00837104675987394;0.00322876740036468;0.024;0.017;1
"ZDHHC21";0.00838590702043732;-0.00136427442086474;0.061;0.049;1
"MICALL2";0.00838755713722858;0.00187117929736103;0.031;0.023;1
"KHDRBS2";0.00839578689127646;-0.000230807131980235;0.026;0.018;1
"DPM2";0.00839826270458722;-0.0218321306807964;0.484;0.422;1
"RNF187";0.00841222878693081;-0.0160683958489658;0.583;0.51;1
"VPS11";0.00841223023505617;-0.00379038289820121;0.056;0.045;1
"TUNAR";0.0084275383386992;-0.00714851265196534;0.186;0.162;1
"TIGD3";0.00842807821249891;0.00464454724414969;0.023;0.017;1
"CDH20";0.00843128123817915;0.00183202966397629;0.035;0.026;1
"HIF3A";0.00844275798220413;-0.0186153377485223;0.16;0.138;1
"KHNYN";0.00845664876035797;0.001658419625855;0.087;0.073;1
"EFCAB5";0.00849658692045312;0.00170393558620487;0.004;0.002;1
"ETFB";0.00850718385793235;-0.0152492303178873;0.62;0.545;1
"MNT";0.00850743683498847;-0.00905262770060013;0.112;0.094;1
"RP4-545C24.1";0.00850772721478462;0.00236839168368644;0.003;0.001;1
"HAS3";0.00852607962554376;-0.00231436004892042;0.085;0.07;1
"SDCBP2-AS1";0.00853421187398668;0.00458111620465335;0.023;0.016;1
"FAM155B";0.00853755313749657;-0.0016376778347416;0.042;0.033;1
"ZFP30";0.00854040591619142;-0.00097527784677448;0.043;0.034;1
"SLC31A1";0.00855531473309732;-0.0129752400732179;0.228;0.199;1
"CREB5";0.00855605571036494;-0.0044817735153708;0.093;0.078;1
"BAALC";0.00858183322798308;-0.00372335020214096;0.073;0.061;1
"PPP4R4";0.00858188668296906;0.00246029990275811;0.023;0.017;1
"CLDN12";0.0085871128585636;-0.0112728804624939;0.144;0.123;1
"STXBP5-AS1";0.00858731669186272;0.000974545190626791;0.003;0.001;1
"SLC29A2";0.00859114671819718;-0.00861070066586009;0.094;0.078;1
"JUND";0.00859119733576961;-0.0206451937207148;0.298;0.261;1
"RAB3GAP1";0.00860226437256386;-0.00888289605658246;0.13;0.111;1
"ZNFX1";0.00860886547946505;-0.00296471815276802;0.063;0.051;1
"PPP1R21";0.00861051142863689;-0.00579827794395221;0.066;0.054;1
"PTPN4";0.0086184400179903;-0.0185224849965691;0.265;0.232;1
"VKORC1L1";0.0086200602190626;-0.0181877795674509;0.204;0.176;1
"AFTPH";0.0086202925774429;-0.0105215922831373;0.104;0.087;1
"MRRF";0.00862752779452917;-0.014081719468263;0.205;0.177;1
"SEPHS1";0.00863889367600209;-0.0123383103682734;0.431;0.382;1
"KIAA1257";0.00865382823788342;-0.00751158118261716;0.063;0.051;1
"CLIC1";0.00865421024450521;0.0188464252218394;0.933;0.885;1
"RP11-127B20.2";0.00865949678857722;0.00220988982976348;0.028;0.021;1
"AEBP1";0.00866860994858372;-0.00385081198669288;0.105;0.089;1
"CAPN8";0.00872474461590139;0.00238534560652748;0.002;0.001;1
"P3H2";0.00872915808336144;-0.00612688196438971;0.08;0.067;1
