"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
6.18861903350646e-07,0.01466658906283,0.158,0.119,0.0208438877667531,"PPOX"
6.18895002569277e-07,0.01495977430955,0.342,0.276,0.0208450025815358,"PSMD12"
6.1922320563686e-07,0.0211355408545328,0.525,0.44,0.0208560567890551,"LYPLA2"
6.19841816639106e-07,0.0141279846524195,0.226,0.176,0.0208768922262217,"GOLIM4"
6.22659443963624e-07,0.00999673173581955,0.174,0.131,0.0209717927321388,"CDC37L1"
6.23306549890045e-07,0.00430553923884058,0.305,0.243,0.0209935879068466,"RNF115"
6.27512020103135e-07,0.0203749096879765,0.243,0.193,0.0211352323490937,"CD74"
6.35276726748145e-07,0.00780076483386999,0.234,0.183,0.0213967554336043,"TUBD1"
6.46884576944908e-07,0.0201112927106913,0.447,0.367,0.0217877194360814,"SPNS1"
6.59498644146908e-07,0.00778023248007281,0.41,0.336,0.022212573833512,"STX8"
6.59655753641966e-07,0.0318818019125618,0.468,0.389,0.022217865438415,"ATG3"
6.60733184542531e-07,0.0328603454854532,0.492,0.414,0.022254154388577,"KHSRP"
6.61036684683509e-07,0.0164102720953884,0.136,0.1,0.0222643765768253,"CPXM1"
6.61151982041302e-07,0.0291726869425757,1,1,0.0222682599071331,"RPS25"
6.65535405456426e-07,0.0229979213721928,0.438,0.366,0.0224158979911779,"NANS"
6.67027800549241e-07,0.00664929442738849,0.254,0.2,0.022466163350299,"FANCI"
6.68555565856855e-07,0.0207207998036058,0.314,0.256,0.0225176200136247,"MYO19"
6.71182749470052e-07,0.0790217692405024,0.887,0.822,0.0226061061849008,"CYCS"
6.79692550131661e-07,0.00929127832511756,0.332,0.266,0.0228927247809845,"C16orf45"
6.81129258727519e-07,0.0195544653374332,0.101,0.071,0.0229411145632016,"CPPED1"
6.834500077244e-07,0.0198635407295646,0.126,0.091,0.0230192797101655,"LPAR4"
6.87850300273956e-07,0.00292475968715106,0.287,0.227,0.0231674859635271,"CCDC88A"
6.89917256801693e-07,0.0122266070386614,0.175,0.133,0.0232371031263378,"HAUS2"
6.90696624046905e-07,0.0120545966531747,0.213,0.165,0.0232633529945238,"ATF1"
7.04164512021381e-07,0.0168548418408683,0.192,0.148,0.0237169649293921,"DUSP11"
7.05395203505452e-07,0.0204243515534412,0.344,0.28,0.0237584158492671,"RNF168"
7.06385566073306e-07,0.0184199166302296,0.288,0.23,0.023791772250915,"EIF2B4"
7.06786764244045e-07,0.0260690812013859,0.257,0.204,0.0238052850065037,"ESYT1"
7.09959667591338e-07,0.0232481076015983,0.284,0.229,0.0239121515641439,"C11orf24"
7.16747861659705e-07,0.0769513069441015,0.983,0.966,0.0241407847285605,"APOE"
7.25805790526484e-07,0.0139167770763676,0.174,0.132,0.0244458648307225,"THUMPD2"
7.29453562396049e-07,0.00690239889142485,0.234,0.182,0.0245687254350613,"NAPRT"
7.29555681770079e-07,0.00504554308300478,0.192,0.146,0.024572164917698,"CDC42EP3"
7.30017469653767e-07,0.0138568416973901,0.283,0.225,0.0245877183954085,"ZNF771"
7.32073338132153e-07,0.0140489344204256,0.203,0.157,0.0246569621016291,"CDC42SE2"
7.35164187202011e-07,0.0131902783125081,0.194,0.15,0.0247610649891509,"CD47"
7.40468827170523e-07,0.00576317309446983,0.317,0.252,0.0249397305679304,"TP53I13"
7.40898286607801e-07,0.018017897507723,0.388,0.32,0.0249541951912373,"BCL7B"
7.5229226594585e-07,0.0378826830424648,0.721,0.623,0.0253379558093222,"FAM195B"
7.5476334850858e-07,0.0157559180545985,0.44,0.361,0.0254211843411175,"ACTR2"
7.6292793816905e-07,0.01498523891469,0.205,0.159,0.0256961758854718,"RP11-706O15.1"
7.63649307651858e-07,0.0101933431359841,0.215,0.166,0.0257204723310222,"CAMK2G"
7.71034304196309e-07,0.0137154156502883,0.192,0.148,0.0259692063996359,"BCAP29"
7.75090987714447e-07,0.0194002477347065,0.265,0.211,0.0261058395572103,"DERL1"
7.77033411014866e-07,0.0193744082385574,0.253,0.202,0.0261712623163917,"AHI1"
7.7768151441447e-07,0.012463003447955,0.155,0.116,0.0261930910869938,"NSUN6"
7.78477108307493e-07,0.0271037968708404,0.472,0.394,0.0262198874849047,"ACTN1"
7.79097286689865e-07,0.0116379518204948,0.213,0.165,0.0262407757130014,"CSTF2T"
7.82367618879579e-07,0.0541163661941355,0.731,0.65,0.0263509237714831,"CTNNBIP1"
7.82982329383751e-07,0.0131513427362372,0.432,0.356,0.0263716278359741,"NSUN5"
7.85503224387475e-07,0.0153387543964382,0.276,0.221,0.0264565341005945,"MECR"
7.85535264529245e-07,0.0197765910066089,0.433,0.36,0.0264576132446095,"SSR1"
7.86824048534243e-07,0.0147004938752182,0.187,0.144,0.0265010207786819,"TPMT"
7.88508190555983e-07,0.0118264506353137,0.103,0.072,0.0265577443661161,"PARG"
7.94026622626116e-07,0.0421464675887453,0.764,0.665,0.0267436106766702,"DDAH2"
7.95354503089141e-07,0.0181015311633443,0.289,0.232,0.0267883350185454,"PODXL2"
7.96562788936098e-07,0.0603352692062484,0.866,0.783,0.0268290312941567,"TMBIM6"
7.98199225207489e-07,0.0247796036209393,0.428,0.354,0.0268841481042134,"FUBP1"
8.06384277400128e-07,0.0061648206202724,0.223,0.173,0.0271598288471137,"MPHOSPH9"
8.06803788909944e-07,0.0135492233709677,0.185,0.142,0.0271739584142758,"SMG6"
8.08399487806721e-07,0.0285329008034125,0.5,0.42,0.0272277031488182,"AK6"
8.13095028660403e-07,-0.0496486222998977,1,0.999,0.027385853660311,"SERF2"
8.15726578776936e-07,0.0244509453115718,0.495,0.408,0.027474486899786,"ARPC1B"
8.16312401931656e-07,0.016335936814577,0.543,0.458,0.0274942180094601,"CAPZA1"
8.25039936492022e-07,0.0131045941232918,0.275,0.218,0.0277881701009878,"GLYR1"
8.29037776650261e-07,0.0129205369516436,0.175,0.134,0.0279228213553574,"LPCAT3"
8.39383811140052e-07,0.0142627334623866,0.345,0.28,0.0282712861430081,"CTSB"
8.42677113046839e-07,0.0133311652732795,0.293,0.236,0.0283822078445306,"WDR43"
8.47641761842895e-07,0.0077467471768915,0.307,0.246,0.0285494221806306,"MBIP"
8.52145430508882e-07,0.0164516135740862,0.449,0.369,0.0287011102449697,"ARIH2"
8.54311026233155e-07,0.0245591138787803,0.535,0.448,0.0287740496745589,"SMARCA5"
8.55701950548747e-07,0.00874269977866049,0.335,0.269,0.0288208973964323,"BDH2"
8.58932975862079e-07,0.0198647550865141,0.295,0.238,0.0289297215600107,"MRPS22"
8.63316849637558e-07,0.0348937250275556,0.599,0.514,0.0290773748126426,"PPIH"
8.63628237998432e-07,0.0132538063494866,0.217,0.169,0.0290878626840252,"ZNF622"
8.71072990591087e-07,0.00830035822058142,0.234,0.183,0.0293386093960984,"VPS26B"
8.7289729643057e-07,0.0346391855941447,0.626,0.541,0.029400053841078,"POLR3K"
8.73767661976726e-07,0.00735751520520911,0.283,0.223,0.0294293686230381,"POP4"
8.75178067771893e-07,0.0240456540123716,0.398,0.329,0.0294768725006251,"CPSF4"
8.7790701033113e-07,0.0139779621904298,0.129,0.094,0.0295687860149628,"GCLM"
8.79191021542266e-07,0.0159824763628027,0.373,0.306,0.0296120327965651,"DUS1L"
8.97349847770267e-07,0.00967190604621823,0.23,0.179,0.0302236402227504,"LRRFIP2"
8.99267727209544e-07,0.0603715725878429,0.973,0.95,0.0302882363201447,"TXN"
9.14950232788292e-07,0.0504912669761607,0.669,0.573,0.0308164387905425,"UBA1"
9.16047805486596e-07,-0.00110917344206168,0.221,0.171,0.030853406136594,"RALB"
9.17516347407733e-07,-0.00608676587491114,0.325,0.259,0.0309028680970398,"ATF6B"
9.18796664732101e-07,0.0125912621614083,0.147,0.11,0.0309459904648419,"HERPUD2"
9.21330998720981e-07,0.00784178996867002,0.243,0.191,0.0310313493679213,"C8orf76"
9.42728108075242e-07,0.0130337841845583,0.267,0.212,0.0317520254080822,"C4orf46"
9.43250532226102e-07,0.0146803724197966,0.182,0.139,0.0317696211759073,"KDM5C"
9.4901397081703e-07,0.0159157315655772,0.151,0.112,0.0319637395510884,"TONSL"
9.50217162560918e-07,0.0222959333217799,0.253,0.202,0.0320042642522143,"MED24"
9.50511698271086e-07,0.0129845351919249,0.53,0.442,0.0320141845094684,"CHMP5"
9.52256982114932e-07,0.010440835477786,0.16,0.12,0.032072967414613,"VAMP7"
9.53276862154598e-07,0.0194618138317003,0.139,0.104,0.032107317994229,"METTL15"
9.56524794614414e-07,0.00951802444642441,0.306,0.244,0.0322167116074081,"MRPL1"
9.60428218247337e-07,0.0210285531426369,0.186,0.143,0.0323481828187885,"IP6K1"
9.60510491799333e-07,0.015553817241453,0.292,0.235,0.0323509538742933,"FNIP1"
9.61480964652657e-07,0.0095458490515426,0.136,0.099,0.0323836403704661,"SERAC1"
9.65060158030627e-07,0.0118697462988567,0.101,0.07,0.0325041911826295,"RP11-538P18.2"
9.7367661115434e-07,0.0116555152340487,0.307,0.246,0.0327944019402893,"RABIF"
9.75612460891683e-07,0.0150211099463895,0.237,0.187,0.0328596032952928,"CGRRF1"
9.78933080229176e-07,0.0210278903588757,0.191,0.148,0.0329714450751989,"COPG2"
9.86557145525868e-07,0.0200924637243393,0.146,0.11,0.0332282312184568,"NSMCE1"
9.88097019209131e-07,0.0103804157288564,0.163,0.123,0.0332800957039827,"AC013461.1"
9.91452688708291e-07,0.0222157885903371,0.318,0.258,0.0333931180083839,"LMNA"
9.98210960812301e-07,0.0241095269208038,0.597,0.506,0.0336207433711191,"NDUFS2"
1.00403291757457e-06,0.0138705471364484,0.381,0.309,0.0338168326968292,"TMEM33"
1.00636411731529e-06,0.011959477865401,0.214,0.168,0.0338953498352964,"QRSL1"
1.01530549569752e-06,0.015344758631295,0.218,0.17,0.0341965044005883,"PRPF4"
1.01606570263383e-06,0.0165278846561208,0.151,0.113,0.0342221089304099,"PI4KB"
1.01819255830903e-06,0.00838443548983142,0.22,0.172,0.0342937435564065,"FOXRED1"
1.02908808525326e-06,0.0205755668433504,0.257,0.205,0.034660715799415,"RAI14"
1.0309614917224e-06,0.021263422698976,0.424,0.351,0.0347238140027021,"SND1"
1.03483542514042e-06,0.0112548203937469,0.253,0.2,0.0348542919541546,"AAK1"
1.03728154211017e-06,0.0387904177449536,0.842,0.756,0.0349366796198128,"EIF1B"
1.03961831158189e-06,0.00791856893443632,0.336,0.271,0.0350153843523898,"SOD2"
1.0480233397686e-06,0.0126065427753823,0.425,0.353,0.0352984741067461,"NAV1"
1.05281326477807e-06,0.0155970697035112,0.257,0.204,0.03545980357099,"SPOP"
1.05798661537632e-06,0.018287065581942,0.18,0.137,0.03563404719249,"PIK3R3"
1.06667198800675e-06,0.0171435362644772,0.38,0.31,0.0359265792280555,"RAB18"
1.06915689520919e-06,0.0532990448587551,0.712,0.624,0.0360102733875406,"HES1"
1.07022541671765e-06,0.0182767991977643,0.256,0.204,0.0360462622604673,"TINF2"
1.07799766720055e-06,0.00519506730202537,0.156,0.116,0.0363080394289818,"CEP170"
1.07845621099485e-06,0.0136033188574104,0.273,0.217,0.0363234836425175,"UTP4"
1.08095372593766e-06,0.031348263914475,0.168,0.128,0.0364076024433062,"HAPLN1"
1.14223400232412e-06,-0.106125945143471,0.901,0.871,0.0384715834322786,"CARHSP1"
1.14813466052017e-06,0.0172410692582546,0.244,0.194,0.0386703235009799,"IMPACT"
1.14869751761161e-06,0.0190714389191609,0.168,0.128,0.0386892810906767,"DUS3L"
1.16086519566425e-06,0.00509624719745994,0.185,0.142,0.0390991006551677,"CEP290"
1.16364274137787e-06,0.0101609574614432,0.287,0.227,0.039192651172348,"ATG5"
1.16947225590122e-06,0.0129092639463562,0.278,0.222,0.0393889950510091,"DBNL"
1.17204054090509e-06,0.0141569794583457,0.116,0.083,0.0394754974582243,"PELI1"
1.17335796681191e-06,0.00525133837435085,0.151,0.112,0.0395198696801918,"PHYKPL"
1.17965892300002e-06,-0.110357044812457,0.967,0.949,0.0397320921855638,"CIRBP"
1.1939416485428e-06,-0.00315423037634383,0.326,0.261,0.0402131486645701,"CCDC66"
1.1957341348498e-06,0.0707182277515137,0.913,0.865,0.0402735213958761,"C1QBP"
1.19639170335745e-06,0.0110212543280523,0.216,0.168,0.0402956689607823,"APBB1"
1.20093417168632e-06,0.0373548722237314,0.705,0.623,0.0404486638365669,"ARL6IP1"
1.20263544741802e-06,0.0148159812260158,0.367,0.3,0.0405059645044862,"PPP5C"
1.20549566217476e-06,0.0157494566307888,0.151,0.114,0.0406022993977081,"GTF2E1"
1.20658874649754e-06,0.0086871193807968,0.509,0.419,0.0406391155707835,"RTFDC1"
1.2124689736499e-06,0.0170735680629407,0.204,0.159,0.0408371675015024,"NOTCH2"
1.2140620187878e-06,0.00591342829370584,0.22,0.172,0.040890822854792,"KPTN"
1.22042783898267e-06,0.0511804268884384,0.898,0.833,0.0411052300447754,"NONO"
1.23551575645233e-06,0.0160228330577246,0.148,0.111,0.041613406193071,"LLGL2"
1.2366754117051e-06,0.0268797914440179,0.584,0.492,0.0416524645416394,"DPH3"
1.24675718734096e-06,0.0148725315994606,0.206,0.161,0.0419920288268309,"PDCL"
1.25449682725425e-06,0.00858536426062906,0.201,0.155,0.0422527076387504,"MPC1"
1.25480681428095e-06,0.0115543337319084,0.537,0.448,0.0422631483117966,"LRPAP1"
1.26255359508741e-06,0.0443799829157749,0.694,0.6,0.0425240676361389,"PSMC1"
1.28467745354873e-06,0.0118683562981491,0.123,0.09,0.0432692213129749,"SOCS6"
1.28767725437007e-06,-0.10586943483388,0.297,0.321,0.0433702576044382,"UQCRHL"
1.29697191701501e-06,0.0160756969996133,0.608,0.506,0.0436833111369824,"SMARCE1"
1.30336495275805e-06,0.0118102370387961,0.207,0.16,0.0438986349738438,"GRTP1"
1.3061475266411e-06,0.00669093201258414,0.254,0.202,0.0439923548447989,"TOM1L1"
1.33721736502782e-06,0.00183761416313277,0.391,0.319,0.045038818071502,"CDK5RAP3"
1.33820462517416e-06,0.0104707262356022,0.24,0.189,0.0450720699804907,"RAP1A"
1.34856874123687e-06,0.0128150666478353,0.211,0.165,0.0454211437735992,"B4GAT1"
1.3498834936456e-06,0.0163144165755654,0.221,0.173,0.0454654259494774,"FDXR"
1.35617627683977e-06,0.0140647772476451,0.221,0.174,0.0456773731802402,"LINC00667"
1.35790977198283e-06,0.0171955998776649,0.11,0.079,0.0457357590301538,"ZMYM5"
1.35978443051585e-06,0.0132506277642645,0.121,0.088,0.0457988994042042,"PGM2"
1.36453816398745e-06,0.0105978479610931,0.303,0.244,0.0459590099012613,"C11orf49"
1.37335571514013e-06,0.0160609901815678,0.301,0.242,0.0462559938416346,"THOP1"
1.37541274932204e-06,0.0153663218736846,0.12,0.087,0.0463252768099158,"SESN1"
1.37651643950636e-06,0.0129085361536768,0.256,0.201,0.0463624501990139,"WDR70"
1.38250369245631e-06,0.0135449929198447,0.359,0.293,0.0465641068656209,"HSD17B4"
1.4008708015964e-06,0.0140095348747669,0.325,0.263,0.0471827294685682,"UBAP2"
1.40841133723143e-06,0.0329032787636175,0.546,0.463,0.0474367022492918,"EXOSC1"
1.41120838592337e-06,0.0141813995368713,0.227,0.179,0.0475309096462851,"GFOD2"
1.41154643877971e-06,0.00938057439596465,0.147,0.11,0.0475422956045393,"CENPQ"
1.42220845481998e-06,0.00557959582907264,0.306,0.247,0.0479014029667916,"CPNE3"
1.42784754127499e-06,0.010541173602003,0.181,0.138,0.0480913330376831,"VAC14"
1.42926105207784e-06,0.0108693395417285,0.252,0.2,0.0481389414950338,"PTDSS1"
1.42986082478015e-06,0.0444684324273126,0.667,0.578,0.0481591424394201,"ARPC5"
1.43485047551713e-06,0.0103925381966531,0.203,0.157,0.0483271988658924,"SLC30A5"
1.44224431144679e-06,0.0229959688201268,0.467,0.39,0.0485762306538393,"EIF4G1"
1.45014734199096e-06,0.012290397327143,0.33,0.269,0.0488424126255975,"TXNDC9"
1.45956066993e-06,0.012999877093004,0.148,0.111,0.0491594629239122,"CDK5"
1.46568254744378e-06,0.00601705646859271,0.13,0.095,0.0493656538804539,"ERBB2IP"
1.46686578754796e-06,0.01253760802992,0.33,0.267,0.049405506590403,"STX5"
1.4670606701321e-06,0.0163454294417721,0.152,0.114,0.0494120704307191,"GPR161"
1.47807501596451e-06,0.042191018513404,0.982,0.965,0.0497830446127006,"SRSF3"
1.49700841534077e-06,0.0101415138576239,0.294,0.236,0.0504207404370926,"SLC52A2"
1.51416586487385e-06,0.0131519169350058,0.12,0.087,0.0509986204948163,"TAF1B"
1.51419356931166e-06,0.00725654811016269,0.278,0.223,0.050999553607986,"ADD3"
1.51868576210705e-06,0.0121886002138701,0.31,0.249,0.0511508551535277,"TOMM34"
1.51989580566921e-06,0.0475123370073329,0.159,0.122,0.0511916106307447,"TFPI"
1.52378739544427e-06,0.0209171948035247,0.45,0.379,0.0513226832659585,"TMX2"
1.52742583570127e-06,0.0198829954749603,0.512,0.426,0.0514452295722543,"DTD1"
1.52943090386383e-06,0.0117161981294412,0.378,0.312,0.0515127622730378,"RPN1"
1.53769150563907e-06,0.0196196238834492,0.285,0.231,0.0517909876014295,"MESDC1"
1.54242189951487e-06,0.00808594063825269,0.274,0.218,0.0519503119975603,"SBDS"
1.54889031462263e-06,0.0371445085282769,0.194,0.151,0.0521681746868048,"HSPA1A"
1.55845318873074e-06,0.0547854203417844,0.964,0.931,0.05249026184964,"MORF4L1"
1.56193605774546e-06,-0.0869579081445431,0.961,0.936,0.0526075683609249,"TIMM13"
1.56681163095882e-06,0.0164551577552214,0.285,0.231,0.0527717825423241,"DDX56"
1.57884352998564e-06,0.0100944110052384,0.234,0.184,0.0531770289334464,"SRP54"
1.58095939261159e-06,0.0406186992902968,0.752,0.666,0.0532482933025511,"STUB1"
1.58383296408393e-06,0.0326531309842056,0.393,0.331,0.053345078063311,"TARS"
1.58560993419142e-06,0.0142525869174758,0.491,0.408,0.0534049281935012,"AZIN1"
1.60667807356715e-06,0.0143637114895008,0.105,0.075,0.054114524195815,"RNF6"
1.60958061605898e-06,0.0129830290792921,0.226,0.18,0.0542122847294824,"PGAP1"
1.61006324051503e-06,0.00780415488148778,0.19,0.146,0.0542285400037866,"TRMT11"
1.6133363452319e-06,0.00507381790787284,0.207,0.16,0.0543387814437555,"SEC22B"
1.62126432348767e-06,0.00352056807826545,0.185,0.142,0.0546058036793883,"SDC1"
1.62188310790715e-06,0.00841038663195126,0.338,0.272,0.0546266449574206,"AKIP1"
1.63089411066602e-06,0.0554725822458857,0.965,0.941,0.0549301445413422,"COX8A"
1.65300892639003e-06,0.00185583740035375,0.163,0.122,0.0556749936497426,"CWC22"
1.65491453417623e-06,0.00888602045860876,0.25,0.198,0.0557391764255897,"FBXO5"
1.65785230318288e-06,0.0106461608801546,0.424,0.353,0.0558381234235027,"UBAP2L"
1.65984170666219e-06,0.022663868496703,0.665,0.571,0.0559051285220892,"SPG21"
1.66178609155807e-06,0.0295319516129774,0.582,0.496,0.0559706173497674,"SLC39A10"
1.66695146110025e-06,0.0034776758199668,0.193,0.148,0.0561445921613174,"ZC4H2"
1.66849530364742e-06,0.0567881157553434,0.932,0.882,0.0561965903221488,"STOML2"
1.66866994031844e-06,0.0100805310636639,0.353,0.287,0.0562024722598653,"HECTD1"
1.6727222778607e-06,0.00473202064826989,0.305,0.245,0.0563389590406264,"SS18"
1.72924747969897e-06,0.0114253751315476,0.256,0.204,0.058242784363741,"PRR4"
1.74535771981328e-06,0.0272884690574249,0.55,0.463,0.058785393361031,"TLE4"
1.75869260430206e-06,0.00650946834752275,0.435,0.36,0.0592345256054975,"ANKRD10"
