"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"P3H1";0.0181354923339671;-0.0072911151772837;0.117;0.098;1
"ITPRIP";0.0181410599983485;0.00274302280542837;0.037;0.028;1
"NDUFA8";0.0181612113653676;0.00821740175643182;0.726;0.649;1
"YTHDC1";0.0181641803476201;-0.0809163452755671;0.553;0.529;1
"DOCK1";0.0181846863752177;-0.00430459004119108;0.098;0.082;1
"H6PD";0.0181861813874446;-0.00467492064258142;0.072;0.059;1
"PLEKHG4";0.0182171539309948;0.00483830630377262;0.037;0.028;1
"MLLT6";0.0182227581638669;0.00264744083229054;0.046;0.036;1
"SAE1";0.0182317535254521;0.00496027800429766;0.701;0.629;1
"RAPGEF2";0.0182558243099212;0.00562083794239629;0.058;0.047;1
"PALM";0.0182565401378562;-0.0172683308126825;0.148;0.126;1
"TMEM222";0.0182581816494996;-0.00914553542617219;0.205;0.181;1
"ZNF582";0.018258872309244;0.00091223801047853;0.05;0.04;1
"PAQR7";0.0182608864773489;-0.00278740849971666;0.03;0.022;1
"ZNF331";0.0182888840400747;-0.0104563164997062;0.21;0.183;1
"EVI5";0.0183009550301188;-0.00907758533051276;0.108;0.09;1
"ZNF410";0.0183168616582489;0.00357218093105739;0.005;0.002;1
"NUDT7";0.0183456985266856;-0.00466039464357808;0.077;0.064;1
"EXOC1";0.0183691578190727;-0.0019269939677317;0.082;0.068;1
"EDEM3";0.0183818842306094;-0.000444121370243529;0.058;0.046;1
"RP11-996F15.5";0.0183863894334324;0.00212157813842553;0.005;0.002;1
"INPP5F";0.0183899849141836;-0.0137185219255191;0.142;0.121;1
"SYNDIG1";0.0184173967081259;0.00324631488838274;0.051;0.04;1
"TMEM116";0.018427859662368;-0.00561469291404193;0.13;0.111;1
"ZNRF3-AS1";0.0184411460413729;0.00645106017914384;0.022;0.015;1
"PTGES3L";0.0184560903957557;-0.00242590159632053;0.062;0.05;1
"C12orf4";0.0184787492054953;-0.00122349143542493;0.051;0.04;1
"TAF8";0.0184799868696546;-0.0158646428051993;0.193;0.166;1
"CLEC18A";0.0184894100145386;0.004475830294119;0.026;0.019;1
"RP11-245J9.5";0.0185066733295543;0.00211329502715994;0.005;0.002;1
"ABHD2";0.0185546920897657;0.00266577005320792;0.066;0.054;1
"ZFR2";0.0185606835060075;-0.0245220529105291;0.39;0.339;1
"RFX7";0.0185609087225994;-0.0082113582095423;0.085;0.07;1
"NTRK2";0.0185745939030609;0.00438917053387632;0.014;0.009;1
"KANSL1";0.0185954522038365;-0.0166209851955786;0.198;0.171;1
"INTS1";0.0186216165918523;-0.00893006840968191;0.152;0.131;1
"RASA2";0.0186241756325925;-0.00539889736123977;0.083;0.069;1
"ZC3H18";0.0186332481054681;-0.00883203321204473;0.298;0.263;1
"C5orf49";0.0186774506401685;0.00244791327530824;0.01;0.006;1
"SAMHD1";0.0186873941133025;-0.0109919947567697;0.213;0.183;1
"ZNF174";0.0186937565446606;-0.00156644040582798;0.096;0.08;1
"MEX3C";0.0186949340904964;-0.00750489826410811;0.148;0.127;1
"PRKAR2A";0.0186952786877617;-0.0211133855771612;0.327;0.285;1
"C12orf10";0.0187441834426295;0.00410099483369797;0.614;0.544;1
"TBC1D16";0.0187501949983373;-0.0117353423236867;0.161;0.139;1
"NEURL4";0.0188036964306926;-0.000487288786662272;0.05;0.039;1
"CNTNAP1";0.0188058080953719;0.00193291839927837;0.017;0.011;1
"RSBN1";0.018815205002568;-0.0173783392225828;0.344;0.3;1
"AMER1";0.0188390982530275;0.000284606060775267;0.05;0.04;1
"PAK4";0.0188610667627147;-0.0196851048941645;0.343;0.297;1
"NEK8";0.0189142820834535;-0.0014774103430755;0.117;0.099;1
"ARL14EP";0.0189298480397859;-0.0222316068837242;0.258;0.224;1
"PRKACB";0.0189505005769743;-0.000618219454529251;0.095;0.08;1
"SLC25A43";0.0189736289302427;0.000900396276631285;0.035;0.026;1
"HMG20B";0.0189799715525028;-0.00961310739483101;0.584;0.514;1
"MCPH1-AS1";0.0190012632409586;0.00417179363947293;0.027;0.02;1
"RAB40C";0.0190093450758063;-0.0111286438972155;0.134;0.115;1
"SEMA4F";0.0190113998590473;0.00503491431694066;0.029;0.021;1
"PDRG1";0.0190173465610915;-0.0317955232900518;0.35;0.305;1
"EOGT";0.0190253290004281;0.00154200649069448;0.02;0.014;1
"SCRN3";0.0190459537821374;-0.00696579749245067;0.109;0.093;1
"PTGES2";0.0190902904706672;-0.0105398510491647;0.433;0.384;1
"RP4-635E18.8";0.0191062686152562;-0.00872792641028851;0.008;0.013;1
"ZNF169";0.019145241243445;0.000770070876446129;0.046;0.036;1
"RASSF3";0.0191774954229364;-0.00728746846202151;0.102;0.085;1
"ZBED4";0.0191811047414399;-0.00306331829306236;0.121;0.103;1
"RALGPS2";0.0191892959678082;-0.0189552231722161;0.174;0.148;1
"IL6ST";0.019199165069794;-0.00638421097895353;0.057;0.046;1
"RP11-231G3.1";0.0192035446451803;0.00362212423582096;0.01;0.006;1
"ST3GAL1";0.0192107762066746;0.00566606771931073;0.031;0.023;1
"EIF1AX";0.0192157518400662;0.0227485790185413;0.79;0.726;1
"STON1";0.0192282369075946;0.00132678168816154;0.064;0.052;1
"DTD2";0.0192308993059985;0.000869806716681382;0.06;0.048;1
"ARRDC3-AS1";0.0192420287046615;0.00186629935093453;0.014;0.009;1
"LRRC3";0.019246533750035;0.00219612610758542;0.021;0.014;1
"TEX37";0.0192484767887264;0.00136865395059445;0.002;0;1
"SLC29A2";0.0192558812251994;-0.00636918955896147;0.092;0.077;1
"RP11-284F21.9";0.0192619878090653;0.00223406175487136;0.002;0;1
"SYNJ1";0.0192755467165008;0.00279609909002621;0.017;0.012;1
"ADGRL4";0.0192890347171367;0.00225386095724344;0.002;0;1
"AGT";0.0192890347171367;0.0022008218166774;0.002;0;1
"GPR87";0.0192890347171367;0.00135948732272949;0.002;0;1
"RPGRIP1";0.0193161148094403;0.000654696130842546;0.002;0;1
"TXNDC16";0.0193314713414542;-0.00767770751466118;0.077;0.063;1
"NEDD9";0.0193440948473663;0.00281492835791873;0.071;0.059;1
"ARHGAP17";0.019347699656802;-0.0066315546240423;0.163;0.14;1
"DIS3L";0.0193636805408142;-0.0110198532908099;0.136;0.116;1
"RP11-80H5.2";0.0193956380604871;0.00341452634666579;0.009;0.005;1
"VPS33B";0.019399645147527;-0.00276324562024184;0.069;0.056;1
"AQR";0.0194065729761043;-0.0133313729613388;0.211;0.183;1
"RP11-712L6.5";0.0194206571490812;0.00710364024887335;0.032;0.024;1
"TSC2";0.0194370368117376;-0.0106935524071337;0.189;0.164;1
"COQ5";0.0194546631088864;-0.0222306889660383;0.37;0.322;1
"AC007325.2";0.0194573238109419;-0.0079839283578273;0.006;0.011;1
"LIN7C";0.0194680774071424;-0.0110308070883579;0.171;0.147;1
"COL4A3BP";0.0194774809135838;-0.0094923207871187;0.229;0.199;1
"CEACAM1";0.0194855740627047;0.00434787107991542;0.022;0.016;1
"HAS3";0.0195053658917789;0.000617968748176073;0.093;0.078;1
"EIF2S3";0.0195163519806007;0.0111114468355777;0.833;0.768;1
"NGLY1";0.0195469739163433;-0.00610509894311387;0.162;0.14;1
"HAGHL";0.0195622553442741;-0.0102459942184287;0.243;0.212;1
"FGF13-AS1";0.0195623791585699;0.00469595100379314;0.043;0.033;1
"C5orf24";0.0195969578921566;-0.0264793522371806;0.283;0.245;1
"MAP3K8";0.0196052958943152;-0.0040770841809854;0.081;0.067;1
"ARHGEF19";0.0196069494257586;-0.00373811652324632;0.141;0.121;1
"COL27A1";0.0196743751178912;-0.00173631972605874;0.079;0.066;1
"DPYSL3";0.0196805207811452;-0.00442839997253464;0.639;0.577;1
"FERMT1";0.0196988117870768;-0.00241835466261327;0.11;0.093;1
"CTC-459F4.1";0.0197186992513777;0.0011306992725517;0.007;0.004;1
"CEP170B";0.0197433458536633;0.00353419038805781;0.07;0.058;1
"NPC1";0.0197433521323804;0.00338990523370846;0.053;0.043;1
"PCK2";0.0197878040017668;-0.00842397401663074;0.12;0.102;1
"CBL";0.0197986708002534;-0.00829496025960838;0.144;0.124;1
"IFT88";0.0198090241855872;-0.00190110460136803;0.069;0.056;1
"ZDHHC11B";0.0198161442446298;0.00242767092318701;0.006;0.003;1
"SDR39U1";0.0198265965406614;-0.0159137415703544;0.517;0.456;1
"TXLNA";0.0198398611512989;-0.00901689209324621;0.155;0.133;1
"LCMT2";0.0198528497681766;0.0034705038820075;0.044;0.035;1
"MLF2";0.0198645691626448;0.0203804650506387;0.901;0.836;1
"PRUNE";0.0198825292686693;-0.00681236770801576;0.122;0.104;1
"MMGT1";0.0198897304850427;-0.0157074933441341;0.221;0.192;1
"UBL3";0.019895473828203;-0.0109074533249607;0.17;0.146;1
"TRIM45";0.0199089489112273;-0.00220934647986438;0.05;0.04;1
"DNAH9";0.0199182461054099;0.00225339979000068;0.006;0.003;1
"MRGBP";0.0199385322953242;-0.013150659230247;0.247;0.216;1
"PGBD2";0.020014007692555;0.00406304089240655;0.032;0.024;1
"DDX10";0.0200154672071351;-0.0176351240511213;0.21;0.182;1
"TSPAN11";0.0200369627430584;0.00312881935248594;0.047;0.037;1
"MFF";0.020042655836073;9.42425468449803e-05;0.683;0.614;1
"CEP89";0.0200534189910057;-0.00567488562142707;0.154;0.133;1
"BACH2";0.020069777224188;0.00274387684684504;0.048;0.038;1
"INTS2";0.0200717379371942;-0.000149804372092596;0.08;0.066;1
"TMEM181";0.0200900065583569;-0.00839182728668314;0.134;0.114;1
"CDC14A";0.0200947205659577;0.00198126408816132;0.029;0.021;1
"RP11-758H9.2";0.0201122084927423;0.00158005139452288;0.052;0.041;1
"TMEM220-AS1";0.0201134509808598;-0.00937253055131162;0.016;0.022;1
"PCBP3";0.0201182815616261;0.00563985988810768;0.036;0.028;1
"ZNF592";0.0201191993130894;-0.00121082379301389;0.095;0.08;1
"FAR1";0.0201218788666326;-0.00954445930669934;0.137;0.117;1
"IPO7";0.0201311756679858;-0.016641793158348;0.454;0.398;1
"DCP1A";0.0201362047369529;-0.0174648386334438;0.269;0.236;1
"ERO1A";0.0201464937286432;-0.0585920932103733;0.146;0.157;1
"RP11-258C19.7";0.0201825661574033;-0.00273332209038264;0.064;0.052;1
"USP36";0.0202080736645848;-0.00746424327214842;0.153;0.131;1
"TSPAN5";0.0202208238590862;-0.010440102555915;0.257;0.227;1
"LTB";0.0202220186317276;-0.00235297107054487;0.013;0.008;1
"BTD";0.0202446916755415;-0.00549139992305675;0.128;0.109;1
"IRS1";0.0202633142579563;6.24568602883291e-06;0.082;0.068;1
"CCDC148";0.0202856732370068;0.00507451294046104;0.042;0.032;1
"VEZF1";0.0202914066490393;-0.0302220813657142;0.288;0.249;1
"PBXIP1";0.0202923386235315;-0.002619146565007;0.111;0.094;1
"GRAMD4";0.0203123100466251;0.00424049401149793;0.041;0.031;1
"ARNT";0.020315998242334;-0.00018475374019096;0.103;0.087;1
"RP11-332H14.2";0.0203330349290373;-0.0104432255329243;0.18;0.156;1
"GNAL";0.020373577842353;-0.00354856007049789;0.091;0.076;1
"PIDD1";0.0203887882755116;-0.00260329550952529;0.103;0.087;1
"IFIT2";0.0204227903718614;0.0030144601171446;0.002;0;1
"FLJ13224";0.0204394722796172;0.00197868191093479;0.002;0;1
"SCG2";0.0204478176894304;0.00169395164523227;0.002;0;1
"RP11-101E5.1";0.0204478176894304;0.00128107419688072;0.002;0;1
"MYLK2";0.0204561660710151;0.00212161818369024;0.002;0;1
"USH2A";0.0204728717529439;0.00117739061965568;0.002;0;1
"VWA5B2";0.0204728717529439;0.00104955807978127;0.002;0;1
"PLIN4";0.0204728717529439;0.0011733289379539;0.002;0;1
"CTD-2619J13.3";0.0204728717529439;0.00146016123391672;0.002;0;1
"RP11-315A16.1";0.0204812290550111;0.000798042670755872;0.002;0;1
"CARD6";0.0204812290550111;0.000792753198241132;0.002;0;1
"CCNH";0.0204907816338986;-0.0130371150366198;0.223;0.196;1
"GHDC";0.020530844369579;-0.00329548897822507;0.056;0.044;1
"SH3D21";0.0205530004203657;-0.00901158507243249;0.012;0.018;1
"MIATNB";0.0205635104973195;0.00232342006926845;0.018;0.012;1
"MAPKAPK5";0.0205860483224745;-0.00921058489029586;0.324;0.285;1
"DTYMK";0.0205968476820346;0.00195936519458551;0.728;0.655;1
"PIGG";0.0206046086421328;-0.00060006632782264;0.059;0.048;1
"CBFA2T2";0.0206449470780646;-0.00485409743100865;0.122;0.104;1
"TTBK2";0.0206870117196595;-0.00422076430746796;0.131;0.113;1
"ERMARD";0.0206877123362198;0.00214271408039532;0.042;0.032;1
"GNG11";0.020709490485219;0.00636516672821262;0.039;0.03;1
"ALOX12-AS1";0.0207333799647026;0.00237644929626997;0.036;0.027;1
"LUM";0.020734406002962;0.00324522978961465;0.004;0.002;1
"HSD3B7";0.0207530305210824;-0.000561545718635925;0.051;0.04;1
"RABL2A";0.0207677742020358;-0.0033433595756449;0.076;0.063;1
"RDH11";0.0207692943318959;-0.0189961938328125;0.383;0.339;1
"TOPORS-AS1";0.0207727726103107;-0.0210870879352281;0.239;0.208;1
"TMEM186";0.0207972329482226;-0.0124950571689714;0.173;0.149;1
"SRSF5";0.0208027419829968;0.00551347084102538;0.787;0.713;1
"CC2D1A";0.0208072494003931;-0.0183510766341623;0.151;0.128;1
"HIST1H3J";0.0208189964363304;0.00172855840116881;0.004;0.002;1
"AL356585.2";0.0208295615770327;0.00287188732653563;0.015;0.01;1
"ZNF385D";0.0208388945039241;0.00351134545872948;0.041;0.031;1
"PPM1F";0.0208926613449126;-0.00293681416311964;0.093;0.078;1
"MAN1B1";0.0209174132983195;-0.00925766988906551;0.138;0.118;1
"AJ006998.2";0.0209180653278609;0.00181465882965459;0.004;0.002;1
"FRMD4A";0.0209882210175372;-0.00405376336909749;0.157;0.135;1
"ITFG2";0.0209961199649453;-0.0123862273962854;0.169;0.146;1
"OFD1";0.0210142504021089;-0.0133161225593437;0.311;0.274;1
"LINS1";0.0210533233203729;0.000243375756065811;0.065;0.053;1
"GLB1L3";0.0210562589082364;0.000648042543498172;0.038;0.029;1
"CRCP";0.021060641872622;-0.00617113559872558;0.112;0.094;1
"FNTB";0.0210850335252994;0.00688464314356249;0.075;0.063;1
"MINCR";0.0210897078408706;-0.0140619453135778;0.198;0.171;1
"RIPK1";0.0211020727617853;0.00327036145528463;0.032;0.024;1
"MAP3K14";0.0211049492605083;0.00431026843029843;0.019;0.013;1
"ZC3H10";0.0211143949163772;-0.00475637546170656;0.075;0.062;1
"KNTC1";0.0211168566203715;-0.000414937782000566;0.085;0.071;1
"CACNA1B";0.0211210373999647;0.00275206387749981;0.011;0.006;1
"BBOX1-AS1";0.0211279439601224;-0.00146516161819051;0.066;0.054;1
"TBCB";0.0211465013985013;0.0263134699963508;0.876;0.815;1
"HIST1H2BL";0.0211685090292102;0.00125292791250701;0.005;0.002;1
"SUV39H1";0.0212269254970195;-0.00846485826787363;0.107;0.09;1
"PIP4K2C";0.0212544325525297;-0.000918260962387389;0.06;0.049;1
"PCYT1A";0.0212688667221001;-0.00565115732459598;0.106;0.089;1
"CYR61";0.0212727932732971;-0.0653574599890914;0.175;0.186;1
"ASS1";0.0212821882722019;-0.00515352446218784;0.127;0.108;1
"CTH";0.0212827809909449;0.000232195262488605;0.065;0.053;1
"MRAS";0.0212970589918779;-0.00562217851286977;0.082;0.068;1
"ZNF589";0.0213021708178243;-0.0163868560078909;0.272;0.236;1
"FAM227A";0.0213636758788974;-0.00782663924128137;0.093;0.078;1
"ATP6V1H";0.0213695426002991;-0.00776001652665786;0.289;0.255;1
"ATPAF1";0.0213841332756381;-0.00666951605224742;0.43;0.379;1
"IGHMBP2";0.0213965029128176;0.000226429542633466;0.059;0.048;1
"CBS";0.021399728514637;0.000325366237295344;0.049;0.039;1
"RPRD1B";0.0214061077942083;-0.00607199936728982;0.105;0.088;1
"RP11-38M8.1";0.0214178052199253;0.00504117271272688;0.006;0.003;1
"FAT3";0.0214358770931813;-0.003149955500025;0.068;0.056;1
"FAM53B";0.0214665638982633;-0.00134073997897186;0.082;0.068;1
"ANKRD18B";0.0214723616638457;0.00291746970635004;0.039;0.03;1
"RP5-832C2.5";0.0215054041898386;0.00234597226761783;0.037;0.029;1
"PAN2";0.0215070536050999;-0.000564405842058364;0.053;0.042;1
"PTPRG";0.0215088354254139;-0.01755278810936;0.205;0.178;1
"HSP90B1";0.0215154707327206;0.0322658807462941;0.728;0.676;1
"MRPL27";0.021517915141828;0.0151344041146795;0.754;0.69;1
"LGALS3";0.0215545783486713;-0.00445903470346699;0.091;0.076;1
"QSOX2";0.0215877866025121;-0.0023159763022217;0.083;0.069;1
"RP11-53O19.1";0.0216218539402263;0.000973619082546978;0.039;0.03;1
"CFAP70";0.0216660508361303;0.00344532670432751;0.006;0.003;1
"PUSL1";0.0217204787983525;-0.0185640410648949;0.249;0.216;1
"CMIP";0.0217216031246624;-0.00976604488618579;0.131;0.111;1
"NEK10";0.0217275402126904;0.00213274483163253;0.006;0.003;1
"ATP11C";0.0217582610006523;-0.012396518858069;0.249;0.218;1
"RP11-370I10.12";0.0217625308522634;0.00302121092728243;0.009;0.005;1
"SPATA13";0.0217728798437686;-0.00291200538424899;0.079;0.065;1
"NXPE3";0.0217797603620047;-0.00196609729933174;0.072;0.059;1
"NGFRAP1";0.0218143305480717;-0.0259686287512837;1;0.999;1
"MAP2K2";0.0218337796518885;0.00543508944504745;0.758;0.682;1
"TICRR";0.0218564583696583;0.00233074663987015;0.075;0.062;1
"MFSD5";0.0218825356820532;-0.00634442690879021;0.109;0.093;1
"UBIAD1";0.0218871460078976;-0.00533173463049122;0.181;0.158;1
"XXbac-BPG27H4.8";0.0219417951973344;-0.00377520903605702;0.085;0.07;1
"OGFOD3";0.0219421017599201;-0.0164140194858844;0.186;0.16;1
"POLB";0.0219444982662487;-0.00240402373898913;0.126;0.108;1
"ERMN";0.0219866794895321;0.00135406445174055;0.006;0.003;1
"TRPC1";0.022001476429047;-0.000848486136110632;0.061;0.049;1
"PSMD5-AS1";0.0220056978458254;-0.0185904315999065;0.227;0.198;1
"PRSS12";0.0220085668106664;0.00218249166829652;0.013;0.008;1
"LAMB3";0.0220102392861407;-0.00198009496802093;0;0.001;1
"ADAMTS19-AS1";0.0220102392861407;-0.000993926310672739;0;0.001;1
"RP11-79N23.1";0.0220102392861407;-0.00242381029419626;0;0.001;1
"FAM163B";0.0220102392861407;-0.00141549271133971;0;0.001;1
"ZMIZ1-AS1";0.0220102392861407;-0.00203547034457727;0;0.001;1
"CTD-2600O9.1";0.0220102392861407;-0.00212220706501173;0;0.001;1
"PPP4R4";0.0220197489977729;0.00242322468261832;0.025;0.018;1
"HTR1D";0.0220198640302289;-0.000383581900680788;0.094;0.079;1
"C11orf57";0.0220241989830422;-0.0185975906744723;0.227;0.197;1
"GSPT2";0.0220356119134436;-0.0143276839587322;0.184;0.16;1
"PITRM1";0.022164199546101;0.00292247408731877;0.085;0.071;1
"RP13-131K19.1";0.0221814874432264;0.00336383028833367;0.026;0.019;1
"TXNDC11";0.0221850844541219;0.000594785107567476;0.055;0.044;1
"FAM89A";0.0221923129441788;0.000845515759829878;0.04;0.031;1
"TTC12";0.0221999083900988;0.00279756235824378;0.026;0.019;1
"RP11-725P16.2";0.0222068066782687;-0.000288433859128613;0.013;0.008;1
"FIGNL1";0.0222103624626826;0.000331674574177244;0.044;0.034;1
"TCEA1";0.0222108463670717;-0.0604250289083497;0.777;0.739;1
"ZBTB34";0.0222180224071862;-3.60097948633592e-05;0.057;0.046;1
"CDH20";0.0222308235160729;0.000324882924830426;0.039;0.03;1
"ZNF696";0.0222422143282723;-0.00025534231258776;0.043;0.034;1
"MYL9";0.0222537977334977;0.0105335423106001;0.677;0.622;1
"MAPK15";0.0222567703970925;0.00241778953522611;0.027;0.019;1
"GTF3C5";0.0222700275540575;-0.020316527524571;0.379;0.329;1
"PHF8";0.022300231474035;-0.00314994091801894;0.08;0.066;1
"LRP11";0.0223278509523138;-0.00298272957610391;0.057;0.046;1
"RPP21";0.0223316464674789;-0.063198494144146;0.199;0.206;1
"GPC6";0.022341557772324;-0.0169300201306697;0.169;0.146;1
"PXK";0.0223833471811493;0.0018363912474518;0.039;0.03;1
"CHAC1";0.0223885585975189;-0.0274461591755146;0.047;0.057;1
"ZNF430";0.022393215155398;-0.0142875297804036;0.142;0.121;1
"ERF";0.0224086991727199;-0.0168417033999572;0.217;0.189;1
"SLC2A13";0.0224114080950878;-0.00457362931460693;0.076;0.063;1
"KLHL22";0.0224338153348106;0.00076055941596001;0.064;0.052;1
"ZNF117";0.0224339009087583;0.00168346881384891;0.055;0.044;1
"RHBDD1";0.0224746700650663;-0.000822260830572824;0.06;0.048;1
"SMO";0.0224808908904038;-0.01484548759065;0.214;0.186;1
"CORO2A";0.022482363462118;-0.00500848435544593;0.082;0.068;1
"OGFOD2";0.022484064447133;-0.00266620402515323;0.121;0.103;1
"HGS";0.0225034397801101;-0.0135228858149848;0.257;0.227;1
"NXPH4";0.0225210556510697;-0.00573902218766005;0.01;0.015;1
"RP4-635E18.6";0.0226068707649403;0.00364017636828776;0.028;0.02;1
"DARS-AS1";0.0226360875193162;-0.00758752297017788;0.009;0.014;1
"BAALC-AS2";0.0226683083522343;0.00281539425134471;0.003;0.001;1
"SLC18B1";0.0226707220968448;0.000202007133586465;0.083;0.069;1
"FHOD1";0.0226750091678265;-0.00174809438618234;0.065;0.053;1
"ZDHHC20";0.0226796522210276;-0.0098561814341927;0.147;0.126;1
"RP11-156K23.3";0.0226834687889312;0.00531063019867373;0.029;0.021;1
"CEP126";0.0226856174598129;-0.00191899367637124;0.034;0.026;1
"LSM12";0.0226903159928006;-0.0150993484679716;0.415;0.364;1
"TTC39C";0.022724576706408;-0.0105977715077582;0.157;0.135;1
"C9orf66";0.0227341225636;0.00323406600299715;0.003;0.001;1
"PPM1J";0.0227556989773501;-0.00508074879100266;0.098;0.082;1
"AMN";0.022755871800948;0.0021560744046282;0.013;0.009;1
"LIPE-AS1";0.022777143754797;-0.00097928788672811;0.05;0.039;1
"TTLL11";0.0227830290169955;0.00314252136117248;0.009;0.005;1
"ARL15";0.0227906519278543;0.00117447244285283;0.058;0.047;1
"UQCC3";0.0228350140761981;-0.0731809733246183;0.645;0.615;1
"GNAI2";0.0228519626826057;0.0158698671109392;0.766;0.69;1
"NFU1";0.0228531010209853;-0.0088509259908367;0.52;0.461;1
"CPA1";0.0228574462553378;0.00216003734805058;0.003;0.001;1
"WASIR1";0.0228704614425638;0.00276151834771025;0.003;0.001;1
"DIP2B";0.0228786408555561;-0.00646357152592161;0.098;0.082;1
"C2orf91";0.0229030275809569;0.00132411344587331;0.003;0.001;1
"MAP4K1";0.0229144852147644;-0.014924337443754;0.217;0.189;1
"DEDD2";0.0229150917097449;-0.0206108097500893;0.304;0.265;1
"CCDC150";0.0229272296226386;-0.00700509299590704;0.132;0.113;1
"C2orf42";0.0229275561522719;-0.000641529670917483;0.041;0.031;1
"TADA2A";0.0229478926108362;-0.00729114780772684;0.064;0.052;1
"DEDD";0.0229764435663963;-0.0102608099832731;0.182;0.157;1
"ACSL3";0.0229789983088976;-0.0085684271021278;0.186;0.161;1
"PIP4K2B";0.0229915336592103;-0.00587272200797886;0.133;0.115;1
"ZNF720";0.0229973962737698;-0.00911969216884842;0.175;0.152;1
"HDAC7";0.0230030388326253;-0.0071796606684951;0.212;0.186;1
"PRR15";0.02303023118969;0.00207082242599922;0.036;0.027;1
"VN1R1";0.0230461387839048;-0.00474091692850457;0.001;0.004;1
"MAP2K4";0.023057001457144;-0.0101425461052898;0.144;0.123;1
"CASK";0.0230656556024328;-0.0155189117085842;0.239;0.208;1
"PPFIBP1";0.0230897176126816;-0.017464740055067;0.15;0.128;1
"GTPBP1";0.0231148714687835;-0.00848532279622718;0.223;0.194;1
"TPD52L2";0.0231218776314751;-0.00703180204428255;0.482;0.425;1
"LRIG1";0.0231286182635324;-0.0202625135734489;0.254;0.221;1
"ZNF384";0.0231463886485427;0.00334266884687585;0.046;0.036;1
"SETDB2";0.0231572317830423;-0.000618547202930045;0.059;0.048;1
"RP11-20I23.6";0.0231748844685639;0.0054025269057289;0.029;0.021;1
"GDAP1L1";0.0231792129349462;-0.00271150330711745;0.112;0.095;1
"TNFRSF12A";0.0231890994525798;-0.0963218936627667;0.377;0.379;1
"TSPAN15";0.0232068089010794;-0.00394519119217353;0.072;0.059;1
"RAD51B";0.0232125912704868;-0.00130991484169484;0.045;0.036;1
"ELK4";0.0232142347540903;-0.00320271400637298;0.135;0.117;1
"TRIM59";0.0232166971035211;-0.0281334841291163;0.201;0.174;1
"USP35";0.0232208350214994;0.00276804139389004;0.017;0.011;1
"PIAS4";0.0232345079689607;-0.0157693753931188;0.2;0.173;1
"WDR11-AS1";0.0232692397777801;0.00446944036721371;0.007;0.003;1
"RCC2";0.0232707547844739;-0.00660676224234469;0.493;0.437;1
"NADK2";0.0232882204297977;-0.0116310438496285;0.098;0.083;1
"UNKL";0.0232887126676929;-0.0115535411830611;0.142;0.121;1
"KANK2";0.0232969291947021;-0.00562390533395526;0.13;0.111;1
"SLC17A5";0.0233406904165683;-0.00196779422805728;0.096;0.081;1
"LRRC37A2";0.0233495273802254;0.00218839477078281;0.021;0.015;1
"CD164";0.0233772342094146;-0.0263303297208636;0.458;0.4;1
"ZNF566";0.0233934503507056;-0.000663602971872262;0.118;0.101;1
"LHX6";0.023398214645614;0.000276183467805479;0.011;0.007;1
"EPT1";0.0234008738037309;-0.00192487509930542;0.097;0.082;1
"USP45";0.0234107695182897;-0.00619026602429767;0.08;0.066;1
"C7orf60";0.0234257534434384;-0.00315661636272585;0.063;0.052;1
"CTA-276F8.1";0.0234294183963233;0.00305599492545467;0.021;0.015;1
"ATG14";0.0234493189967519;-0.00159174006743407;0.101;0.085;1
"PEX11A";0.0234507001219831;-0.00239292939170588;0.049;0.038;1
"C5orf45";0.0234764415405297;-0.0231559055252522;0.244;0.213;1
"SLC25A27";0.0235000534745174;0.00267977273446148;0.021;0.015;1
"DNAJC3-AS1";0.0235054527636777;-0.00471759711158799;0.072;0.059;1
"CKAP2L";0.0235260079198426;-0.0180411351615489;0.157;0.135;1
"RP11-1391J7.1";0.0236083432045545;0.0020464619787404;0.052;0.041;1
"RUNX1T1";0.0236139126687507;-0.00307169338325574;0.052;0.041;1
"PBLD";0.0236222301921313;0.00288959238910509;0.022;0.015;1
"ETFDH";0.0236224618280488;-0.00920727880248934;0.132;0.113;1
"FKRP";0.0236233531641771;-0.00107559067065108;0.058;0.047;1
"U91319.1";0.0236247401901094;0.00163982409550022;0.02;0.014;1
"MTBP";0.0236261699871884;0.00647794002047773;0.034;0.026;1
"ZNF695";0.0236368918583643;-0.00443865792958044;0.092;0.077;1
"CD320";0.0236416290242943;-0.0150647596384172;0.504;0.45;1
"NTRK3";0.0236611988410934;0.00222470246304639;0.051;0.041;1
"BCORL1";0.0236817938553283;-0.0116672773252328;0.115;0.098;1
"POM121";0.0237215973014464;-0.000277515727755751;0.222;0.195;1
"UVRAG";0.0237526386787879;-0.0130182120390092;0.109;0.092;1
"PRCP";0.0237779555795338;-0.0111055555299062;0.285;0.249;1
"DYNC2H1";0.0237791694704261;-0.0035484242385366;0.124;0.107;1
"EFCAB11";0.0238208381348935;-0.00290359438342443;0.117;0.1;1
"HMGCS2";0.023839382685949;0.00397426388579769;0.01;0.005;1
"PLEKHH1";0.0238485311387353;0.00396846005838707;0.041;0.032;1
"RP1-292L20.3";0.0238868019626941;0.00135194596227004;0.007;0.003;1
"DCX";0.023914357127666;-0.00371415205860758;0.089;0.075;1
"SSUH2";0.0239286080479524;0.00405341204884878;0.012;0.007;1
