"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"CTA-223H9.9";0.219946042514124;-0.000869198807228503;0;0.001;1
"WBSCR17";0.219963713734647;-0.0148409439577263;0.115;0.104;1
"BTK";0.220003799735441;-0.000794113271161929;0;0.001;1
"ZFP3";0.220003799735441;-0.000700068228388173;0;0.001;1
"AC093390.1";0.220061567838363;-0.00076598136129415;0;0.001;1
"CFAP58-AS1";0.220061567838363;-0.000813269392689554;0;0.001;1
"AC003090.1";0.220119346823576;-0.00069038572346132;0;0.001;1
"ANO3";0.220119346823576;-0.000824770345164651;0;0.001;1
"PF4";0.220234937443625;-0.000416819064540297;0;0.001;1
"AC002550.5";0.220234937443625;-0.000102949325862524;0;0.001;1
"NFXL1";0.220285507378988;-0.0174395061326559;0.11;0.099;1
"PDZD4";0.22048099972513;-0.00227446888152612;0.026;0.022;1
"RASGEF1B";0.220483335763863;-0.0123601708225502;0.061;0.054;1
"TMEM38A";0.220508933409464;-0.00477941944921018;0.047;0.041;1
"OTUD1";0.220517004451162;-0.00267793411334714;0.035;0.03;1
"AC140725.4";0.220578340529516;0.00190766886542274;0.005;0.003;1
"PGF";0.220979326997901;-0.0173686874002437;0.03;0.034;1
"SEPT5";0.221048570286687;-0.00440395199431842;0.006;0.008;1
"CRABP1";0.221111962651262;0.00478118785802906;0.978;0.968;1
"C1orf21";0.221169768982143;-0.0366764365499296;0.608;0.547;1
"C17orf50";0.221209091801773;0.000650546467246388;0.005;0.003;1
"DUSP13";0.221393304202289;0.000677426423659303;0.005;0.003;1
"CIB2";0.221475478284589;-0.0381028983060165;0.462;0.411;1
"MAGED4";0.221656655435713;0.00011274599906397;0.005;0.003;1
"EIF4B";0.221789328936927;-0.0045188140626824;0.867;0.812;1
"SLC37A2";0.221867497961686;0.000646294093331254;0.005;0.003;1
"GPR157";0.222025090851524;-0.00609059702039673;0.015;0.018;1
"HMGB2";0.222032313553782;-0.0348985794875127;0.884;0.86;1
"ISCU";0.222053990829464;-0.0196857116523244;0.764;0.698;1
"EBLN2";0.222144061612127;-0.00641369492874622;0.085;0.077;1
"GRPR";0.222160160447821;-0.00171417355306505;0.03;0.026;1
"PIP5K1A";0.222251183191808;-0.0239299088992452;0.193;0.175;1
"ZFP36L1";0.222376344985616;-0.00655866982536857;0.863;0.805;1
"CYB5D2";0.222654392806442;-0.0246537812800965;0.205;0.186;1
"AP002856.5";0.222757516074505;-0.00728423206009671;0.047;0.041;1
"NUDT19";0.223286967614896;-0.00147550722952365;0.032;0.028;1
"FZR1";0.223539294082123;-0.0143288013281799;0.117;0.106;1
"FAM95C";0.223717114884927;-0.000216209634001052;0.017;0.014;1
"PDE10A";0.223796664019811;-0.000963654831538787;0.024;0.02;1
"RP11-135L13.4";0.223930148554796;0.00123425185058965;0.005;0.004;1
"AGAP6";0.223935070246962;0.00166728001391013;0.03;0.026;1
"CYP26A1";0.224124237896602;-0.00826875287851536;0.251;0.258;1
"KLHL36";0.224183959189393;-0.0135058419739632;0.106;0.096;1
"TXNRD2";0.224279432493927;-0.00843898830124321;0.044;0.039;1
"FNDC4";0.224314871737339;-0.0358607199935421;0.22;0.2;1
"CTC-527H23.3";0.224448314307403;0.000867963383308362;0.005;0.004;1
"MCU";0.224495043814061;-0.016354662394467;0.15;0.136;1
"TBC1D8";0.224532767705254;-0.0113373768379574;0.027;0.031;1
"KCNAB1";0.224630870702397;-0.00103123010286099;0.018;0.014;1
"RAG1";0.224655820364769;0.000814016254325795;0.005;0.004;1
"GATSL2";0.224690491398411;-0.00317674762183036;0.003;0.005;1
"RABGAP1L";0.22488986923222;-0.064716695933303;0.282;0.28;1
"AC144831.1";0.225019285752877;0.000217997958546378;0.005;0.004;1
"GLIPR2";0.225316146727728;-0.0159845625026989;0.197;0.18;1
"RHPN2";0.225408945976833;-0.00912633006209813;0.075;0.068;1
"CALML4";0.2256305764492;2.87502027475454e-05;0.017;0.014;1
"NACC2";0.225700173752242;-0.0038727019691995;0.079;0.071;1
"ADAMTS4";0.225847323449578;0.00123731070482044;0.016;0.013;1
"ZNF613";0.2258626173741;-0.0080808391225029;0.072;0.064;1
"FABP5";0.225928823687031;-8.98982423218619e-05;0.879;0.816;1
"STRN4";0.226179162306466;-0.0332464728384591;0.272;0.244;1
"SRGAP3";0.226276604518484;-0.0103676329454954;0.181;0.167;1
"CYBRD1";0.226288825896027;-0.00562591151800965;0.039;0.034;1
"GPR108";0.226330496227925;-0.0272078226738584;0.27;0.246;1
"IRS2";0.226443611751551;-0.0287843331324141;0.178;0.162;1
"PROM2";0.226579267278096;-0.00923968601225758;0.022;0.026;1
"C19orf33";0.226664821783609;-0.0161973011440214;0.058;0.063;1
"TRPS1";0.226699408287853;-0.000106622928260591;0.024;0.02;1
"HOOK2";0.226751994809695;-0.0378496562584197;0.311;0.28;1
"C19orf57";0.226798326116057;3.01722129580108e-05;0.023;0.019;1
"ZDHHC4";0.226893924083342;-0.0311746884113182;0.593;0.527;1
"HUNK";0.227011085643484;-0.00562652886468955;0.064;0.058;1
"SLC37A1";0.227112065965488;-0.0043554706675337;0.053;0.047;1
"MX2";0.227265310761964;0.00143496064489748;0.006;0.004;1
"EPB41L1";0.227444074827908;-0.0168234859219519;0.115;0.104;1
"TSSK6";0.227692460704914;0.00161458650362862;0.001;0.001;1
"ATHL1";0.227751523245674;-0.00914839988921477;0.11;0.1;1
"RP11-307E17.8";0.227804113178901;0.000799567331181499;0.001;0.001;1
"TLX2";0.227859954043607;0.00123312819594042;0.001;0.001;1
"CTA-989H11.1";0.227859954043607;0.00107576092094064;0.001;0.001;1
"NDNF";0.227904668132397;0.00109283523719186;0.006;0.004;1
"AC072062.1";0.227915804660833;0.00116491964500935;0.001;0.001;1
"FIBIN";0.227915804660833;0.00100927164678324;0.001;0.001;1
"C8orf34-AS1";0.228007084124304;0.000833537664589135;0.006;0.004;1
"RP11-981P6.1";0.228027535154967;0.00110000616899542;0.001;0.001;1
"KCNK3";0.228083415032938;0.00069844115075213;0.001;0.001;1
"RP11-728K20.3";0.228083415032938;0.000944727793621178;0.001;0.001;1
"OR13A1";0.228083415032938;0.000893011151373833;0.001;0.001;1
"RP11-996F15.4";0.228083415032938;0.000898525618615316;0.001;0.001;1
"UNC45B";0.228083415032938;0.00101919100848662;0.001;0.001;1
"CD48";0.228139304665553;0.000671094685160058;0.001;0.001;1
"AC107218.3";0.228139304665553;0.000997787423074905;0.001;0.001;1
"WNT11";0.228139304665553;0.000734362760506977;0.001;0.001;1
"TCF4-AS2";0.228139304665553;0.000948799394305155;0.001;0.001;1
"HIVEP2";0.228151904178395;-0.0105617574345664;0.021;0.025;1
"ATL1";0.22815924175728;0.002542302251607;0.026;0.022;1
"SMC5-AS1";0.228160769457391;0.00118425741063603;0.006;0.004;1
"CTC-304I17.5";0.228195204053342;0.000545742930760999;0.001;0.001;1
"CTA-796E4.4";0.228195204053342;0.000862313193523889;0.001;0.001;1
"ADCY10";0.228251113196836;0.000323919689575159;0.001;0.001;1
"RP11-15J22.8";0.228251113196836;0.00065124334130072;0.001;0.001;1
"VWA8-AS1";0.228251113196836;0.000904570947396095;0.001;0.001;1
"RP11-290H9.5";0.228251113196836;0.000921568281222935;0.001;0.001;1
"BACH1-AS1";0.228251113196836;-0.000715336465604538;0.001;0.001;1
"AP001432.14";0.228251113196836;0.000929895051737769;0.001;0.001;1
"FAM213B";0.228254975042764;-0.0333067305365975;0.242;0.219;1
"ESAM";0.228307032096564;0.000536164276074197;0.001;0.001;1
"CTD-2623N2.5";0.228307032096564;0.000273406257795628;0.001;0.001;1
"NME8";0.228314528822616;-0.000749395382122776;0.006;0.004;1
"SPATA41";0.228359177925091;0.00239821586333091;0.006;0.004;1
"DUSP5";0.228362253217057;-0.00675810962412211;0.045;0.039;1
"RP11-547D24.3";0.228362960753055;0.000318553351444039;0.001;0.001;1
"RP11-265E18.1";0.228362960753055;3.74029007685647e-05;0.001;0.001;1
"RP5-855D21.2";0.228362960753055;0.000868280552366291;0.001;0.001;1
"RAD21-AS1";0.228362960753055;0.000360997209280392;0.001;0.001;1
"PHKG1";0.228412710614744;-0.0349304445982474;0.049;0.054;1
"CCSER1";0.22841889916684;0.000426143461581692;0.001;0.001;1
"RP11-73K9.3";0.22841889916684;0.000453383935378603;0.001;0.001;1
"RP11-338I21.1";0.22841889916684;0.000248353215859367;0.001;0.001;1
"FAM182B";0.22841889916684;0.000119600803779695;0.001;0.001;1
"AC004221.2";0.22841889916684;0.00049425898651839;0.001;0.001;1
"RP11-114O18.1";0.228474847338447;0.000337800455808507;0.001;0.001;1
"RNASEK-C17orf49";0.228474847338447;0.000196054127420245;0.001;0.001;1
"RP11-192H6.2";0.228586772957242;0.000297227711496013;0.001;0.001;1
"GDF10";0.228647926986563;0.000125976870376478;0.006;0.004;1
"CTD-3074O7.5";0.228766684932035;-0.00224298341865047;0.036;0.031;1
"RP5-943J3.2";0.228830729618075;-0.01138707120174;0.02;0.024;1
"ZNF575";0.229521529913389;-0.000548383980454074;0.006;0.004;1
"ZNF343";0.229555426256246;-0.000593503761045232;0.022;0.019;1
"UBASH3B";0.229598779969661;-9.59737893598857e-05;0.016;0.013;1
"ADCYAP1R1";0.229744642596351;-0.00067898080945451;0.016;0.013;1
"GRIK5";0.230152719756456;-0.00924063258605017;0.088;0.079;1
"RP4-565E6.1";0.230164593193487;0.00138649006068147;0.003;0.002;1
"C17orf100";0.230234812640566;-0.0035214996546471;0.056;0.05;1
"EPHA5-AS1";0.23025700708916;0.000626583012458438;0.006;0.004;1
"PLEKHF1";0.230268067759145;-0.00891806640446644;0.066;0.059;1
"RP11-408A13.4";0.230315645521857;0.00132629461959902;0.003;0.002;1
"ATP4A";0.230315645521857;0.000900494235261193;0.003;0.002;1
"RP11-420L9.5";0.23042898101199;0.000746651422673128;0.003;0.002;1
"DNHD1";0.23044865130329;-0.00662965810417767;0.012;0.014;1
"SIN3A";0.230536662426948;-0.028213730144939;0.249;0.227;1
"SGCG";0.230559678656667;-0.00381194982556258;0.004;0.006;1
"SLC22A4";0.230580156665345;0.000841866855600905;0.003;0.002;1
"WDR97";0.230580156665345;0.000573198443042362;0.003;0.002;1
"RP11-299G20.2";0.23061015140054;0.0009118420518931;0.006;0.004;1
"RASA4B";0.230617961591602;0.0010868709713884;0.003;0.002;1
"JAKMIP3";0.23065577092334;0.000903517787725315;0.003;0.002;1
"IFT74-AS1";0.230693584660714;0.000755285640523441;0.003;0.002;1
"RP11-352G9.1";0.230731402803881;0.000954072643269558;0.003;0.002;1
"RP13-895J2.3";0.230844883669692;0.000882267773589834;0.003;0.002;1
"CRYGB";0.230958404193244;0.000614177551145396;0.003;0.002;1
"NBEAL1";0.230960703125971;-0.0333975722638948;0.912;0.869;1
"RP11-290L1.2";0.230996253181319;-2.28069158582293e-05;0.003;0.002;1
"PRUNE2";0.231036762907276;-0.0056449998468546;0.05;0.044;1
"RP4-777L9.2";0.231147693205553;0.00015850103413944;0.003;0.002;1
"RP11-572M11.4";0.23126131950361;0.000106552548886931;0.003;0.002;1
"RP11-77H9.6";0.23126131950361;9.03930169114846e-05;0.003;0.002;1
"CTD-2651B20.3";0.231264808029905;-0.00632229026947042;0.007;0.009;1
"CTRL";0.231575359432577;0.00178732371176377;0.006;0.004;1
"RESP18";0.231596054572776;-0.0051458159654053;0.005;0.006;1
"FOXO3";0.231618810343047;-0.0307200713453352;0.259;0.237;1
"TTLL5";0.231661598100208;-0.0128943578987105;0.098;0.089;1
"COX6B2";0.23170440986787;0.000397794093999829;0.015;0.012;1
"PCDHA11";0.231716221468862;-0.000820299576631833;0.003;0.002;1
"GPR155";0.23181767987317;-0.00225739972239751;0.016;0.013;1
"SEMA4A";0.232016820669881;-0.00170491706253386;0.037;0.032;1
"LAD1";0.232028595387597;-0.00709948257855936;0.094;0.085;1
"JADE1";0.232110996121425;-0.0275229923490543;0.386;0.35;1
"OCEL1";0.232157183764156;-0.0169234196723564;0.201;0.184;1
"PLAU";0.232207158883316;-0.00375306904485839;0.063;0.056;1
"C7orf73";0.232309103502371;-0.0113482937248552;0.704;0.639;1
"RP11-2H3.6";0.232380363865122;-0.00135524373370189;0;0.001;1
"ADAM29";0.232380363865122;-0.000640784385928925;0;0.001;1
"ZNF474";0.232380363865122;-0.00158067525914686;0;0.001;1
"AC005592.1";0.232380363865122;-0.00119891418020257;0;0.001;1
"NKAPL";0.232380363865122;-0.000957379118077347;0;0.001;1
"CTD-2336O2.3";0.232380363865122;-0.00151274853336886;0;0.001;1
"CPN1";0.232380363865122;-0.000705567364946371;0;0.001;1
"CH17-302M23.1";0.232380363865122;-0.00138192374868672;0;0.001;1
"RP11-298I3.1";0.232380363865122;-0.000584942733548938;0;0.001;1
"JMJD7-PLA2G4B";0.232380363865122;-0.000901114335345383;0;0.001;1
"DUOX2";0.232380363865122;-0.00111519150951922;0;0.001;1
"RP11-158M2.3";0.232380363865122;-0.000677085016416416;0;0.001;1
"DNAH3";0.232380363865122;-0.000757109717353649;0;0.001;1
"AC137932.5";0.232380363865122;-0.00111234521689225;0;0.001;1
"RP11-802D6.1";0.232380363865122;-0.00171971198657986;0;0.001;1
"RP11-798G7.5";0.232380363865122;-0.00110636935926513;0;0.001;1
"RP11-6N17.6";0.232380363865122;-0.00153606315594656;0;0.001;1
"PRAC1";0.232380363865122;-0.000903662374038802;0;0.001;1
"TEN1-CDK3";0.232380363865122;-0.000738284084603239;0;0.001;1
"RP11-42O4.2";0.232380363865122;-0.00061340132726818;0;0.001;1
"AC005220.3";0.232380363865122;-0.00181236868973379;0;0.001;1
"TRPM2";0.232380363865122;-0.00110002981812571;0;0.001;1
"LEXM";0.232456335123466;-0.000429326845254552;0;0.001;1
"RP5-1065P14.2";0.232456335123466;-0.000952568880717318;0;0.001;1
"AC092159.2";0.232456335123466;-0.000764172256129348;0;0.001;1
"RBM44";0.232456335123466;-0.00135068007080661;0;0.001;1
"CSTA";0.232456335123466;-0.00118060475773972;0;0.001;1
"CXCL13";0.232456335123466;-0.000669183878457161;0;0.001;1
"RP13-578N3.3";0.232456335123466;-0.00108901321284521;0;0.001;1
"TMEM184A";0.232456335123466;-0.000617417569118213;0;0.001;1
"EGFR-AS1";0.232456335123466;-0.00114333154058438;0;0.001;1
"RP11-231D20.2";0.232456335123466;-0.000590899324023797;0;0.001;1
"RP11-124N14.3";0.232456335123466;-0.000810387764620087;0;0.001;1
"RP11-503G7.1";0.232456335123466;-0.00125498986321245;0;0.001;1
"RP11-476H16.1";0.232456335123466;-0.00120597055353355;0;0.001;1
"RP11-433M22.2";0.232456335123466;-0.000776456630100621;0;0.001;1
"FKBP15";0.232520412773179;-0.0088376661721874;0.057;0.051;1
"HSPB7";0.232532324005033;-0.00132026531148497;0;0.001;1
"RP4-794H19.1";0.232532324005033;-0.000929737207930921;0;0.001;1
"RP11-290M5.4";0.232532324005033;-0.00138453332553833;0;0.001;1
"PCDHAC2";0.232532324005033;-0.000421698369192323;0;0.001;1
"RP11-61I13.3";0.232532324005033;-0.000600902285521164;0;0.001;1
"FAM221B";0.232532324005033;-0.00104673115022546;0;0.001;1
"TTC16";0.232532324005033;-0.000445719734779695;0;0.001;1
"LINC01468";0.232532324005033;-0.000941321760102645;0;0.001;1
"RP11-1060G2.2";0.232532324005033;-0.00093243591672394;0;0.001;1
"SPACA3";0.232532324005033;-0.000653231877947638;0;0.001;1
"CTD-3220F14.1";0.232532324005033;-0.000800525543945452;0;0.001;1
"RHD";0.232608330511044;-0.000950150189296043;0;0.001;1
"RP11-115D19.2";0.232608330511044;-0.000342899440732105;0;0.001;1
"MS4A6A";0.232608330511044;-0.000590594504491724;0;0.001;1
"SVIL-AS1";0.232608330511044;-0.000680977429786347;0;0.001;1
"RP11-425D17.1";0.232608330511044;-0.000559163539864395;0;0.001;1
"RP5-1050D4.5";0.232608330511044;-0.000473747182851735;0;0.001;1
"AC131056.3";0.232608330511044;-0.000886756911509234;0;0.001;1
"CYYR1-AS1";0.232608330511044;-0.000811799748027716;0;0.001;1
"TOMM5";0.232646078326499;-0.0250235688938418;0.357;0.324;1
"TCF23";0.232684354642719;-0.000467043325691459;0;0.001;1
"RP13-349O20.2";0.232684354642719;-0.000625012268627742;0;0.001;1
"RP11-305L7.6";0.232684354642719;-0.000331446254094374;0;0.001;1
"CTD-2008P7.8";0.232684354642719;-0.000438642019812222;0;0.001;1
"HP09025";0.232684354642719;-0.000229004846486811;0;0.001;1
"KRTAP10-2";0.232684354642719;-0.000281207445535484;0;0.001;1
"AMPH";0.232757919194286;-0.00888894379771765;0.066;0.059;1
"CD99";0.232781586994165;-0.0576873647032422;0.638;0.607;1
"RP11-615I2.2";0.23287087838075;-0.00609736123257255;0.032;0.028;1
"CEP70";0.232933786818343;-0.024323456227711;0.206;0.188;1
"PMF1-BGLAP";0.233059590735729;-0.00876361501337839;0.013;0.016;1
"RGN";0.233369080116401;-0.00080457245818721;0.022;0.018;1
"TMTC2";0.233406963058161;-0.00901540979930693;0.062;0.056;1
"SPEN";0.233578249053521;-0.0163595698375489;0.152;0.139;1
"TIPARP";0.233776386179807;-0.00544104599534691;0.023;0.02;1
"RP11-422P24.12";0.233800590451661;0.00144324764995972;0.015;0.012;1
"RIN3";0.233804664818885;-0.00207235743854997;0.016;0.013;1
"RPL7";0.234002430975354;0.00270469070061718;1;1;1
"MFI2";0.234005715231931;-0.00120081735310231;0.027;0.023;1
"RP11-428J1.5";0.234024550417436;0.00103230908083749;0.014;0.011;1
"RP11-403P17.4";0.23407348749197;-0.00124194007229308;0.006;0.004;1
"YWHAZ";0.23408215366187;-0.0384250601924956;0.832;0.784;1
"RP11-399K21.13";0.234256524907382;0.00311560200074157;0.02;0.017;1
"CABLES2";0.234477679448629;-0.000408484258396277;0.048;0.042;1
"UGP2";0.234527657464066;-0.00612634452028793;0.643;0.593;1
"VIPAS39";0.234528811729831;-0.0143063514979981;0.098;0.089;1
"RP11-387M24.5";0.234592696936665;-0.00198274499476211;0.016;0.013;1
"RNF219";0.234651218875013;-0.0190477703882663;0.177;0.161;1
"POPDC3";0.234658642210838;-0.00423746826814676;0.033;0.028;1
"URGCP";0.23466875218299;-0.00388741568755311;0.059;0.053;1
"AC068490.2";0.234812178413474;0.00273347401288168;0.013;0.01;1
"CYTH1";0.234875591380976;0.000815073971635757;0.043;0.038;1
"RP11-631N16.4";0.234914473051485;-0.00762586251673592;0.062;0.055;1
"ZDHHC1";0.234933811068028;-0.00550972904623179;0.032;0.028;1
"ARHGEF15";0.234953367067748;-0.00294831141723157;0.003;0.004;1
"KLK13";0.235113833785317;-0.00206901478294964;0.018;0.015;1
"NDUFA2";0.235294884217198;0.00515749346059735;0.899;0.851;1
"JAZF1";0.235530428254124;-0.00227192866301848;0.032;0.027;1
"CFAP53";0.235666525892309;0.00180675736167022;0.014;0.011;1
"LYNX1";0.235745852260255;-0.00143074455257595;0.031;0.027;1
"CHRFAM7A";0.235764764639907;0.000451010738384749;0.006;0.004;1
"PDE4B";0.235943425051817;5.33128816151626e-05;0.014;0.011;1
"FLRT1";0.236149327266243;-0.00207533103518185;0.003;0.004;1
"NNMT";0.236231385919848;-0.00120505389801713;0.015;0.012;1
"USPL1";0.236304051679142;-0.00658703004578812;0.048;0.042;1
"POLL";0.236310783543206;-0.0202484298929453;0.175;0.16;1
"SNAP25";0.236368025574116;0.000592101199354678;0.007;0.005;1
"LMX1A";0.236488713823985;0.00128107835369985;0.007;0.005;1
"LRRK1";0.2367725042069;-0.00791927469362366;0.016;0.02;1
"BGLAP";0.236925990791022;-0.000636063997486879;0.014;0.012;1
"LRP5L";0.236933873940668;-0.000984217262760064;0.015;0.012;1
"MFSD8";0.237002076524212;-0.00507744994454871;0.057;0.051;1
"CTD-3035K23.7";0.237280285982677;0.0023127043013304;0.013;0.01;1
"EPS8L1";0.237286028180949;-0.0214739708899367;0.174;0.158;1
"RP3-380B8.4";0.237504215403587;0.00022521090019368;0.007;0.005;1
"CTC-241F20.4";0.237539423086039;-0.000386858381436983;0.014;0.011;1
"ABI3";0.237697993146136;0.000575234453178509;0.007;0.005;1
"HMGN3-AS1";0.237808705348447;-0.000239051563090287;0.014;0.012;1
"IKZF5";0.237853149096012;-0.00799562734324134;0.039;0.034;1
"RANGRF";0.237856426887726;-0.0325927747496739;0.612;0.55;1
"ANKEF1";0.238101565390801;-0.00342100182942687;0.022;0.018;1
"AP000254.8";0.238195450063904;0.00135433343105692;0.007;0.005;1
"RP11-285F7.2";0.238231457344408;0.000151810336986353;0.007;0.005;1
"LDHD";0.238389201014912;-0.0022568769459314;0.015;0.012;1
"UPK1A";0.238519258181369;-0.00569097755837915;0.039;0.033;1
"ETV3";0.238633714969409;-0.00267513877214039;0.031;0.027;1
"IFT20";0.238743256450784;-0.0487281946985484;0.404;0.36;1
"CPLX4";0.238791108237261;0.000223450332430052;0.007;0.005;1
"RP11-485G7.5";0.238956371584401;0.00260007466528342;0.007;0.005;1
"PTCH1";0.238991829991514;-0.0167441186664734;0.264;0.242;1
"MYOM2";0.239102975842761;0.000644736572939494;0.013;0.011;1
"DCAF6";0.239224692102322;-0.0137014250124497;0.101;0.091;1
"TMEM217";0.239244510854168;0.00131200428311172;0.007;0.005;1
"PELI3";0.239275510603963;-0.00360027937976532;0.047;0.041;1
"SBF1";0.239453207075851;-0.0129272069005875;0.116;0.106;1
"RFESD";0.239483647416417;-0.00699423497285174;0.041;0.036;1
"ADAMTS1";0.239748272585833;0.00146728433006545;0.013;0.01;1
"GLYATL1";0.239754605887566;-0.000482475394741423;0.025;0.022;1
"ZNF20";0.23998346424361;-0.0083497849217356;0.013;0.016;1
"CDR2L";0.240169452966617;-0.00945521400412001;0.089;0.081;1
"PIEZO2";0.240178102690523;-0.00022191674524763;0.013;0.011;1
"C20orf96";0.240275303878691;-0.0344509723456869;0.18;0.163;1
"TBX1";0.240371443854069;-0.00455179121898593;0.009;0.012;1
"SLC5A5";0.240416613579062;-1.44799216292117e-06;0.007;0.005;1
"AC012358.8";0.240455428658968;0.000834300748006728;0.007;0.005;1
"USP3-AS1";0.240648149896128;0.00197329430104101;0.003;0.002;1
"KIRREL2";0.240656086136809;-0.00230305459021013;0.026;0.022;1
"B4GALNT4";0.240716544174095;-0.00995799057293806;0.112;0.102;1
"RP13-650J16.1";0.240732900603085;0.00144422270886706;0.007;0.005;1
"IL4R";0.24076462158337;-0.00528250773690613;0.046;0.041;1
"RP1-8B1.4";0.240908328462151;0.00138613342683128;0.003;0.002;1
"RBP7";0.240917796185553;-0.0091980548109316;0.069;0.062;1
"RP11-383I23.2";0.240945512994705;0.00175773184186844;0.003;0.002;1
"MRPS18C";0.240964708564642;-0.00754038145993596;0.726;0.664;1
"KLHL11";0.240982701569113;0.00146681712503603;0.003;0.002;1
"PRPH2";0.241103213916654;0.000299921377923546;0.007;0.005;1
"DGKE";0.241166143000697;-0.00413308789429066;0.035;0.031;1
"HIST1H2AM";0.241243134771951;0.00112163008569384;0.003;0.002;1
"HBE1";0.241243134771951;0.00134804162656927;0.003;0.002;1
"PRPH";0.241327080751009;0.00223798052312913;0.012;0.009;1
"SPOCD1";0.241367104517129;0.00247014687412787;0.008;0.006;1
"CTD-2033C11.1";0.241392042684219;0.000391577677848536;0.003;0.002;1
"VMAC";0.241510440488766;-0.00102846316825406;0.03;0.026;1
"LINC00683";0.24176459551173;0.000346593332561595;0.003;0.002;1
"HBEGF";0.241825276921229;-0.00177599993388019;0.013;0.011;1
"COPZ2";0.241917130678345;0.00179708192598686;0.01;0.008;1
"RP1-202O8.3";0.241965312470748;-0.00125047151948286;0.007;0.005;1
"RP13-753N3.1";0.241978506500622;0.00366322336137804;0.009;0.007;1
"CHCHD2";0.241986372732241;0.0060459957911938;0.971;0.962;1
"AC005477.1";0.241988321335526;0.000508675882834825;0.003;0.002;1
"CACNA1E";0.242007532544822;0.000709090582217034;0.007;0.005;1
"MAP3K9";0.242092903701244;-0.0123201324091085;0.094;0.085;1
"HIP1";0.242132271697903;-0.0282397387825753;0.323;0.295;1
"TRADD";0.242199649486709;-0.000969389554553564;0.013;0.01;1
"RP11-410E4.1";0.242212192786063;-0.000473416990110709;0.003;0.002;1
"AGAP2-AS1";0.242212192786063;-0.000274607637353172;0.003;0.002;1
"TBC1D2";0.242266370504784;-0.00558018313478822;0.015;0.018;1
"PITPNM3";0.242355944182954;-0.00134598154033662;0.025;0.021;1
"SLC7A2";0.242371730426898;-0.00687492987291671;0.063;0.056;1
"MCHR1";0.242407613161627;-0.000372291281138252;0.013;0.01;1
"LRP10";0.242418970834126;-0.00748211273620802;0.071;0.064;1
"ANKRD16";0.242452195115497;-0.0100475358711932;0.095;0.087;1
"SPTAN1";0.242456723050218;-0.029712673348952;0.221;0.202;1
"CTC-1337H24.4";0.242510914628005;-0.0005583936142937;0.003;0.002;1
"SULT1A3";0.242620082808742;0.00123628001697078;0.012;0.01;1
"GUCY1A2";0.242680700164421;0.000351985688910649;0.007;0.005;1
"SNPH";0.24280329178031;0.000990780995043758;0.012;0.009;1
"PXN-AS1";0.242911213489734;-0.0263429320104466;0.196;0.179;1
"METTL7B";0.242932192211614;-0.000634627040949069;0.013;0.01;1
"ZNF311";0.24298664496068;0.000490847805080449;0.012;0.009;1
"RP11-715J22.2";0.243018713152108;0.000669339692223141;0.011;0.009;1
"ZBED3-AS1";0.243053220304645;-0.00223769232620068;0.034;0.03;1
"ZNF418";0.24305932637512;-0.00853470229750827;0.059;0.052;1
"ARHGAP33";0.24311582984938;-0.0119609943824983;0.093;0.084;1
"RP11-502I4.3";0.243219699363838;0.000280551414542439;0.011;0.009;1
"EHD2";0.24323402910619;-0.00518655224438117;0.047;0.042;1
"RP11-795F19.1";0.243256585432183;0.000874358829320424;0.011;0.009;1
"RP11-571M6.17";0.24327579087741;0.000551593855114873;0.007;0.005;1
"MUC1";0.24353515535673;-0.0121762690676498;0.04;0.044;1
"ZNF382";0.243643444476964;-0.0021606413109749;0.026;0.022;1
"CTB-55O6.8";0.243664066710442;-0.00453143173934832;0.026;0.022;1
"KIAA0825";0.243720404954435;-0.00102242889929752;0.012;0.01;1
"FOXJ1";0.24377431383105;0.000259743070807625;0.011;0.009;1
"IL20RA";0.24377664494862;-0.000855638525999899;0.007;0.005;1
"LINC00997";0.24381626449107;0.00101906268776845;0.01;0.008;1
"UNC5B";0.243833510542813;-0.0167470104229546;0.164;0.15;1
"RP11-783K16.13";0.244009616976086;0.000677596990891808;0.007;0.005;1
"C18orf65";0.24412254584354;4.01442098222002e-05;0.008;0.006;1
"ARRB1";0.244124802875765;-0.00421699225507065;0.049;0.044;1
"LINC01125";0.24415346335475;0.000514312214081278;0.01;0.008;1
"ZNF43";0.244179405364116;-0.0256186888814326;0.173;0.157;1
"SHROOM2";0.244332889982064;-0.010339829870717;0.097;0.088;1
"LINC01426";0.244420527995765;0.00142828418801807;0.011;0.008;1
"NTS";0.244434099716306;0.00151331164545444;0.019;0.016;1
"CTC-241N9.1";0.24452904124136;-0.000885127647260214;0.013;0.01;1
"MAFF";0.244544486083368;-0.00633467698209292;0.016;0.02;1
"GABBR2";0.244687670814344;0.000619844849186782;0.008;0.006;1
"QTRTD1";0.244690930825721;-0.0108647206783924;0.103;0.093;1
"DUSP26";0.244748762168547;-0.00462552292626076;0.026;0.022;1
"TEX41";0.244799818683572;0.00156139107453512;0.009;0.007;1
"APRT";0.244831049157322;-0.00382260946731372;0.9;0.847;1
"RP11-774O3.3";0.244861925227596;0.00136732880909163;0.01;0.007;1
"RP11-320N7.2";0.244906934047892;-0.00151542019042865;0.013;0.01;1
"RP11-339B21.13";0.245021164353653;-0.000733938815501392;0.007;0.005;1
"RP11-646I6.5";0.245027599631869;0.00117059377985741;0.009;0.007;1
